id,mz,rt,area,height,detected_rate,has_ms2,detected:fraction:POC,mean_area:fraction:POC,detected:fraction:WSOC,mean_area:fraction:WSOC,log2FC:fraction:POC_vs_WSOC,welch_p:fraction:POC_vs_WSOC,welch_q:fraction:POC_vs_WSOC,detected:day_type:weekday,mean_area:day_type:weekday,detected:day_type:weekend,mean_area:day_type:weekend,log2FC:day_type:weekday_vs_weekend,welch_p:day_type:weekday_vs_weekend,welch_q:day_type:weekday_vs_weekend
16040,265.18003,12.6154,18820.0,285700.0,0.0,False,False,2023.738888888889,False,4145.805555555556,-1.034629293897205,0.0035632423376655855,0.006822815526117027,False,3225.6541666666667,False,2803.008333333333,0.2026157370480311,0.5748554894496882,0.7317348122252151
16042,238.09453,12.6251,14630.0,66280.0,0.027777777777777776,False,True,1576.0333333333333,False,0.0,inf,0.08609431357757583,0.11184934388847621,False,37.75,True,2288.5499999999997,-5.921813357469615,0.1022390486790535,0.34362477890775306
16043,276.26876,12.6,25200.0,72830.0,0.05555555555555555,False,True,3835.866666666667,False,0.0,inf,0.03643882294678512,0.05323438886643568,False,451.02500000000003,True,4851.75,-3.4272259050873997,0.10971258327099125,0.34956537517219133
16044,371.13874,12.6179,49400.0,84790.0,0.0,False,False,0.0,False,0.0,,,,False,0.0,False,0.0,,,
16045,237.0911,12.6238,50640.0,347300.0,0.2222222222222222,False,True,26982.88888888889,False,1779.2277777777776,3.9227216946745025,8.231899082935478e-07,4.587059161422352e-06,True,12657.504166666666,False,17828.166666666668,-0.4941653940028593,0.41829713325104045,0.609810459139976
16051,241.17992,12.6285,150600.0,904700.0,0.027777777777777776,False,False,9102.277777777777,True,12905.555555555555,-0.5036927282113179,0.0017327647025168376,0.0035922287739502965,False,10754.833333333334,True,11502.083333333334,-0.09691002767470133,0.6093005235563802,0.7553930905267439
16059,335.22153,12.6209,8195.0,72910.0,0.0,False,False,717.9444444444445,False,1352.2500000000002,-0.9134177817920948,0.06465042848694247,0.08777303641802656,False,808.0958333333334,False,1489.1000000000001,-0.881842341194851,0.11367034629656843,0.3524047080706943
16060,355.10733,12.6365,39350.0,94850.0,0.0,False,False,0.0,False,0.0,,,,False,0.0,False,0.0,,,
16064,460.26904,12.648,35000.0,387200.0,0.027777777777777776,False,False,0.0,True,11133.166666666666,-inf,2.2717607140798743e-05,8.165447202916735e-05,False,3921.2916666666665,True,8857.166666666666,-1.1755163126687396,0.1888162713380644,0.4226069376887269
16068,209.09619,12.6432,109300.0,545500.0,0.5,False,True,35735.555555555555,False,434.7166666666667,6.361140998412618,0.00033634588872253306,0.0008471249667740954,True,8144.954166666666,True,37965.5,-2.2207105228300565,0.040266539997455074,0.3125159194160077
16069,255.19556,12.6401,112100.0,636600.0,0.5,False,True,30635.0,True,43838.27777777778,-0.5170102706541776,0.09480882861249033,0.12120699119445907,True,39855.416666666664,True,31999.083333333332,0.3167452339000315,0.38349573021421335,0.5790119380487958
16070,416.21457,12.6479,10040.0,107100.0,0.05555555555555555,False,False,0.0,True,3432.244444444444,-inf,0.0005396416237276861,0.0012821333709795064,True,1043.1,False,3062.1666666666665,-1.553675334637849,0.1311707498228773,0.3682181256225419
16071,214.07376,12.6606,41350.0,235000.0,0.3888888888888889,False,True,15120.777777777777,False,1429.2611111111112,3.4031909393834407,8.715739452428078e-05,0.00026005268203335897,True,5262.258333333333,True,14300.541666666666,-1.4423158137665264,0.08023385146901361,0.33295466308741695
16072,287.16423,12.6144,11150.0,59260.0,0.0,False,False,595.0444444444444,False,684.0611111111111,-0.20112778637784373,0.7248153077405821,0.7481883395089157,False,547.0958333333334,False,824.4666666666667,-0.5916675981888591,0.3444062856445428,0.5450810804698586
16073,259.15416,12.6507,9388.0,106800.0,0.08333333333333333,False,False,867.05,True,3590.038888888889,-2.049812375476866,9.613778845250326e-05,0.0002830882257399626,True,2506.1291666666666,True,1673.375,0.5826999868324254,0.217311506205342,0.45005301747780974
16074,354.22723,12.6393,7342.0,108700.0,0.08333333333333333,False,False,1203.6833333333334,True,3281.2166666666667,-1.4467749658228144,0.0046858182760998075,0.008675174756187268,True,2360.9791666666665,True,2005.3916666666667,0.23550127887099878,0.712158812668205,0.8289723500736056
16078,352.30564,12.6386,7598.0,122700.0,0.027777777777777776,False,False,1644.361111111111,True,4319.883333333333,-1.3934651922902188,0.0003330955480405525,0.0008400613946718806,False,2766.5625,True,3413.2416666666663,-0.3030480483538371,0.4055816121163882,0.5989668567394532
16079,415.21136,12.6504,48130.0,393300.0,0.05555555555555555,False,False,0.0,True,18795.444444444445,-inf,4.301669761943186e-06,1.904248458186597e-05,True,7293.416666666667,False,13606.333333333334,-0.8996116168782593,0.27260084877020674,0.5001680552185759
16080,197.19009,12.6506,146200.0,861300.0,0.6388888888888888,False,True,21542.055555555555,True,32419.333333333332,-0.5896985045240243,0.09787408113107908,0.12454419300159113,True,28886.125,True,23169.833333333332,0.31812901646442004,0.4568120525012287,0.6416274971909214
16081,323.22166,12.6645,20120.0,89890.0,0.05555555555555555,False,False,2225.1555555555556,True,4797.433333333333,-1.1083565632805759,0.036066426983400776,0.052761549449427084,True,3493.8250000000003,False,3546.2333333333336,-0.021480117284101725,0.9634683563491442,0.9814341373358926
16082,357.12317,12.6918,493000.0,537000.0,0.0,False,False,0.0,False,0.0,,,,False,0.0,False,0.0,,,
16086,256.22719,12.6598,1127000.0,4403000.0,1.0,True,True,141244.44444444444,True,268322.22222222225,-0.9257724191000255,6.604213142561243e-13,2.7212100381183143e-11,True,200383.33333333334,True,213583.33333333334,-0.09203655386973796,0.5935020854408932,0.7445662487810953
16089,358.29509,12.6861,138700.0,955600.0,0.16666666666666666,False,True,5906.333333333333,True,8349.222222222223,-0.49937902899295783,0.2276975934324907,0.26401391846096395,True,7470.875,True,6441.583333333333,0.21386187888925656,0.5666346540858729,0.7255360710596316
16094,260.22204,12.6661,96560.0,941800.0,0.0,True,False,0.0,False,0.0,,,,False,0.0,False,0.0,,,
16096,446.27474,12.6828,10950.0,108200.0,0.1388888888888889,False,True,2690.0722222222225,True,1905.2666666666669,0.4976519706827783,0.36572985586208073,0.398819699963888,True,2069.8333333333335,True,2753.3416666666667,-0.411669043400316,0.4984358891881968,0.673836563508609
16101,267.08405,12.6596,16240.0,98030.0,0.1388888888888889,False,True,5000.811111111111,False,0.0,inf,0.0014348589052356744,0.003047859408409991,False,792.7333333333332,True,5915.75,-2.89965353923267,0.026083956921826194,0.3075247329863302
16103,313.23735,12.7427,50600.0,364800.0,0.4722222222222222,False,True,8131.333333333333,True,13087.833333333334,-0.6866624391814601,0.06913079143015757,0.09315485621255136,True,10553.916666666666,True,10720.916666666666,-0.022649768080423932,0.9565349165578783,0.977580351186847
16105,317.21103,12.6889,4643.0,77770.0,0.027777777777777776,False,False,88.08888888888889,True,1975.1333333333334,-4.486846180941058,1.85956347036664e-05,6.809250247578705e-05,False,693.9250000000001,True,1706.9833333333333,-1.2985973235856796,0.08474545126579959,0.33295466308741695
16113,249.09123,12.6562,9373.0,62980.0,0.027777777777777776,False,True,817.0999999999999,False,0.0,inf,0.1353782660035305,0.16626282916357688,False,0.0,True,1225.6499999999999,-inf,0.1371269880373478,0.37278855689448703
16114,366.30001,12.6791,24170.0,144500.0,0.25,False,False,0.0,True,8512.433333333332,-inf,4.09066028694988e-05,0.00013604949564938429,True,2423.9083333333333,True,7920.833333333333,-1.7083170806227437,0.0650391013144161,0.3280787053226087
16125,461.27261,12.693,8035.0,125900.0,0.027777777777777776,False,False,0.0,True,2419.744444444444,-inf,0.0008069072631988185,0.0018274347071455933,True,866.1416666666665,False,1897.3333333333333,-1.1312982436858285,0.27575010678175965,0.5035559338252895
16126,231.08065,12.6797,85020.0,503900.0,0.5,False,True,32394.444444444445,False,0.0,inf,1.2922054561509942e-05,4.936664283556638e-05,True,9863.333333333334,True,28865.0,-1.5491740295350196,0.0838206063982118,0.33295466308741695
16161,276.21709,12.6876,5291.0,57730.0,0.0,False,False,0.0,False,0.0,,,,False,0.0,False,0.0,,,
16162,215.08159,12.6885,262900.0,1901000.0,0.9166666666666666,True,True,109164.44444444444,True,32340.0,1.7551114538678234,0.00017313534534771808,0.0004763622209798121,True,55000.416666666664,True,102255.83333333333,-0.8946686929435003,0.12956459617117388,0.3661260586631083
16166,287.2006,12.6875,17130.0,101400.0,0.2777777777777778,False,False,177.85555555555553,True,8010.166666666667,-5.493054316224545,1.4729684838328617e-07,1.0421930306287414e-06,True,3419.258333333333,True,5443.516666666666,-0.6708555486818573,0.2885908074782292,0.5147175105196462
16175,243.24322,12.6816,10530.0,126000.0,0.16666666666666666,False,False,875.7055555555556,True,5470.911111111111,-2.6432633463631747,5.828236438779927e-06,2.4864776937024415e-05,True,3371.4833333333336,True,2776.9583333333335,0.2798779353247183,0.6510793371557999,0.7877454321804992
16178,183.09188,12.6999,6008.0,59510.0,0.027777777777777776,False,True,865.4555555555556,False,0.0,inf,0.06396365763524314,0.08693975974437568,False,0.0,True,1298.1833333333334,-inf,0.062181135086103304,0.325581999216775
16184,275.22174,12.6898,44650.0,487800.0,0.9166666666666666,False,True,16583.88888888889,True,23460.6,-0.5004575548482388,0.07582941577032365,0.10094764482873271,True,21343.75,True,17379.233333333334,0.29644923282660196,0.4478663195262266,0.633621496129061
16186,322.27388,12.6966,30670.0,238600.0,0.2777777777777778,False,False,0.0,True,12714.666666666666,-inf,3.5391376340522765e-05,0.0001196934136503678,True,3552.6666666666665,True,11966.666666666666,-1.7520471058377416,0.04979906897666683,0.3170088037725551
16190,225.185,12.6937,140700.0,849000.0,0.8888888888888888,False,True,28027.222222222223,True,25892.222222222223,0.11430997486776678,0.22558379492457997,0.26171588366737125,True,28771.25,True,23336.666666666668,0.3020293960737893,0.014678945649063888,0.301247063202521
16206,257.23053,12.6659,99330.0,695000.0,0.1111111111111111,False,True,8268.277777777777,True,21402.222222222223,-1.3721018385176473,1.426397870040937e-05,5.399092764287183e-05,True,13999.333333333334,True,16507.083333333332,-0.23772710457979576,0.5081753067478756,0.6804623358544589
16216,401.21691,12.6908,4881.0,72480.0,0.0,False,False,354.59999999999997,False,321.25000000000006,0.1424960819300856,0.8060728619558717,0.8248445166426502,False,335.3500000000001,False,343.075,-0.03285639796089576,0.9620121595895261,0.9807071994171798
16219,319.28407,12.6771,73890.0,216400.0,0.08333333333333333,False,False,0.0,True,15521.277777777777,-inf,0.011165512178068347,0.01880461001349762,True,11640.958333333334,False,0.0,inf,0.012489567082237439,0.2960616008668145
16227,303.23182,12.7112,9244.0,100600.0,0.16666666666666666,False,False,147.10555555555555,True,4218.044444444445,-4.841650659283647,2.99210801934309e-06,1.3961607482107175e-05,True,1496.4916666666668,True,3554.741666666667,-1.2481604737471415,0.08341926443850414,0.33295466308741695
16228,233.19812,12.7063,14160.0,127600.0,0.0,False,False,0.0,False,0.0,,,,False,0.0,False,0.0,,,
16229,247.07558,12.7077,62210.0,181500.0,0.4722222222222222,False,True,22401.555555555555,False,0.0,inf,3.621770481857937e-05,0.0001221411580231218,True,6174.083333333333,True,21254.166666666668,-1.7834488342446218,0.059205819979767295,0.32520702228776854
16237,277.21628,12.6877,23510.0,162400.0,0.0,False,False,965.8499999999999,False,2059.288888888889,-1.0922751779154947,0.002234947912257581,0.0044917737956393705,False,1392.9875,False,1751.7333333333333,-0.33060085799398725,0.45194677985728193,0.6367465989754512
16241,234.13177,12.711,6517.0,81060.0,0.0,False,False,0.0,False,0.0,,,,False,0.0,False,0.0,,,
16242,312.2533,12.701,4694.0,66100.0,0.0,False,False,733.05,False,1271.677777777778,-0.7947496513264571,0.08299284777078841,0.10898531443036484,False,950.2791666666666,False,1106.5333333333333,-0.21962360556352076,0.6578982219263031,0.7925394058369668
16243,371.31526,12.711,41050.0,103100.0,0.0,False,False,0.0,False,0.0,,,,False,0.0,False,0.0,,,
16247,199.16935,12.7158,371800.0,2746000.0,0.05555555555555555,False,False,22686.666666666668,True,38062.77777777778,-0.7465362010982272,2.3825844653124144e-12,7.881059948038954e-11,False,30242.916666666668,True,30638.333333333332,-0.01874053787346737,0.909651338002627,0.9518774584119072
16254,292.13336,12.6932,18230.0,118300.0,0.08333333333333333,False,True,4507.516666666666,False,0.0,inf,0.0024699959166357924,0.00491276288212778,False,1031.7625,True,4697.75,-2.186859022563464,0.09612387056531001,0.33765281731318925
16259,489.35666,12.6848,97200.0,442800.0,0.1388888888888889,False,False,0.0,True,20562.666666666668,-inf,0.009355459489843643,0.016045630362243716,True,15422.0,False,0.0,inf,0.010627625635692287,0.29208162544966026
16260,269.21129,12.7242,444300.0,2931000.0,0.05555555555555555,False,False,10627.0,True,17262.777777777777,-0.6999302474585726,0.0015132962441045822,0.0031956608751192344,True,15761.0,False,10312.666666666666,0.6119416380001527,0.029131963163250525,0.3075247329863302
16261,248.23741,12.7161,5128.0,68250.0,0.027777777777777776,False,True,1833.6611111111113,False,43.97222222222222,5.381990777214256,1.2621345989838306e-05,4.8388598856083244e-05,False,764.4375,True,1287.575,-0.752186012788372,0.3164915085136175,0.5393218207470173
