spectralMatchRank	spectrumType	analogHit	querySpectrumIndex	querySpectrumScanNumber	querySpectrumMsLevel	querySpectrumCE	similarity	sharedPeaks	referenceMsLevel	referenceCE	referenceAdduct	referencePrecursorMz	referenceInstrument	referenceSmiles	referenceSplash	referenceName	referenceLinks	InChIkey2D	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	SPECTRUM	true	0		2	-1 eV	0.8141102	7	2	25 eV	[M + H]+	139.039	Orbitrap (LCMS)	C1=CC=C(C(=C1)C(=O)O)O	splash10-01b9-9700000000-e00d66b41e77653cb63f	Domerine	public_spectra_2506:(MSBNK-Eawag-EQ369606)	YGSDEFSMJLZEOE	167.034	302	5.035	857336436418169780	857336436413975475	3958	
1	SPECTRUM	true	47		2	-1 eV	0.98142797	6	2	67 eV	[M + H]+	279.159	Orbitrap (LCMS)	CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC	splash10-014i-9200000000-2b0820b30884f0f997a5	Hatcol DBP	public_spectra_2506:(MSBNK-Eawag-EQ367007)	DOIRQSBPFJWKBE	149.023	302	5.039	857336436527221688	857336436523027383	3954	
1	SPECTRUM	true	-1		2		0.4556073	7	2	-1 eV (corrected -1 eV)	[M + Na]+	196.022	Orbitrap (LCMS)	C(C(=O)O)NC(=O)C=CC(=O)O	splash10-0002-9700000000-d5e1f7a3b382fadecfcb	N-Glycinylmaleamic acid	public_spectra_2506:(CCMSLIB00010125529)	JKCBZBFTTXFZGH	292.060	306	5.095	857336436745325504	857336436745325503	3929	
5	SPECTRUM	true	-1		2		0.74641883	6	2	-1 eV (corrected -1 eV)	[M + H]+	309.227	Q-ToF (LCMS)	CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)O	splash10-0a4i-9200000000-fc753dccb7acc8283810	Pentapropyleneglycol (6CI,8CI)	public_spectra_2506:(CCMSLIB00003135788)	AQRQHYITOOVBTO	193.144	306	5.099	857336436955040712	857336436955040711	4014	
1	SPECTRUM	true	16		2	-1 eV	0.36117128	6	2	-1 eV (corrected -1 eV)	[M + H]+	201.112	Q-ToF (LCMS)	CC1C(CC2C1COC(=O)C2CO)O	splash10-0uy3-1900000000-d81bf356774a1270daa0	(4R,4aS,6S,7R,7aS)-6-hydroxy-4-(hydroxymethyl)-7-methyl-4,4a,5,6,7,7a-hexahydro-1H-cyclopenta[c]pyran-3-one	public_spectra_2506:(CCMSLIB00010007809)	DYRWCEDTDIXFOD	308.978	307	5.116	857336437240253392	857336437236059087	4054	
2	SPECTRUM	true	-1		2		0.9335858	6	2	-1 eV (corrected -1 eV)	[M + H]+	415.254	N/A	C(COCCOCCOCCOCCOCCOCCOCCOCCO)O	splash10-000i-9200000000-584c3589e41a9e4f353b	Epitope ID:159256	public_spectra_2506:(CCMSLIB00003135946)	YZUUTMGDONTGTN	371.228	310	5.163	857336437340916692	857336437336722387	4138	
7	SPECTRUM	true	62		2	-1 eV	0.9299536	6	2	-1 eV (corrected -1 eV)	[M + H]+	459.280	N/A	C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O	splash10-001r-6900200000-32a2ba17a2fa204bb9d5	Polyoxyethylene (10)	public_spectra_2506:(CCMSLIB00003136855)	DTPCFIHYWYONMD	416.285	310	5.169	857336437475134424	857336437475134423	4132	
4	SPECTRUM	true	64		2	-1 eV	0.6748139	18	2	-1 eV (corrected -1 eV)	[M - H2O + H]+	195.138	Orbitrap (LCMS)	CC(C)(CCCCCC1C=CC(=O)O1)O	splash10-05ox-9100000000-201b748673e6061eeb62	(2S)-2-(6-hydroxy-6-methylheptyl)-2H-furan-5-one	public_spectra_2506:(BRUNGS_NIHNP_00946)	RFEPDQFPTNCOBK	211.133	312	5.206	857336437697432544	857336437693238239	4173	
8	SPECTRUM	true	4		2	-1 eV	0.7371546	6	2	-1 eV (corrected -1 eV)	[M + H]+	497.217	FTICR (LCMS)	CC=CC=CC(=O)C1C(C2C(=C(C=CC=CC)O)C(=O)C1(C(=O)C2(C)O)C)C3(C(=C(C(=O)O3)C)O)C	null-null-null-null	Bislongiquinolide	public_spectra_2506:(CCMSLIB00004712867)	POOKHYNGUAZJAE	153.091	313	5.209	857336437814873060	857336437810678755	4178	
3	SPECTRUM	true	6		2	-1 eV	0.54833156	8	2	-1 eV (corrected -1 eV)	[M + Na]+	836.440	Orbitrap (LCMS)	CC1CC(C(C(O1)OC2C(CC3(CO3)C(=O)C(C(C(C(OC(=O)C(C(C2C)OC4CC(C(C(O4)C)OC(=O)C)OC)C)C)C)OC(=O)C)C)C)OC(=O)C)N(C)C	splash10-000b-9300000030-4ccbe6567b358fc80443	Triocetin	public_spectra_2506:(CCMSLIB00006706646)	LQCLVBQBTUVCEQ	229.144	313	5.214	857336437907147752	857336437907147751	4177	
1	SPECTRUM	true	0		2	-1 eV	0.7346416	6	2	-1 eV (corrected -1 eV)	[M - H4O2 + H]+	204.138	Orbitrap (LCMS)	CCCC=CC=CCC(CC(=O)O)NC(=O)C	splash10-0a4i-2900000000-9718896eef6e669863be	(5E,7E)-3-Acetamidoundeca-5,7-dienoic acid	public_spectra_2506:(BRUNGS_NIHNP_00584)	BSATYPPYQRYOBE	169.122	313	5.218	857336438230109172	857336438230109171	4167	
1	SPECTRUM	true	5		2	-1 eV	0.8297907	10	2	-1 eV (corrected -1 eV)	[M + H]+	178.109	Orbitrap (LCMS)	C1=CC=C(C=C1)N=C(N)N=C(N)N	splash10-03di-9100000000-c028b216a6e6b88eb6bf	Lopac-P-120	public_spectra_2506:(BRUNGS_MCEBIO_03896)	CUQCMXFWIMOWRP	212.118	323	5.375	857336438766980104	857336438762785799	4364	
9	SPECTRUM	true	2		2	-1 eV	0.7659332	9	2	-1 eV (corrected -1 eV)	[M + H]+	304.154	Orbitrap (LCMS)	CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O	splash10-0a4r-0900000000-18cc6c46f5415dda722c	Berotec	public_spectra_2506:(BRUNGS_MCEBIO_02136)	LSLYOANBFKQKPT	209.117	325	5.420	857336438867643404	857336438867643403	4419	
2	SPECTRUM	true	68		2	-1 eV	0.97009975	6	2	-1 eV (corrected -1 eV)	[M + H]+	459.280	N/A	C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O	splash10-0019-9600000000-64cd347fe8e46b4cc0c5	Polyoxyethylene (10)	public_spectra_2506:(CCMSLIB00003135910)	DTPCFIHYWYONMD	460.312	326	5.440	857336438972501008	857336438972501007	4462	
1	SPECTRUM	true	12		2	-1 eV	0.3466484	6	2	-1 eV (corrected -1 eV)	[M + H]+	237.091	Orbitrap (LCMS)	CC1=CC2=C(C=C1)OC(=CC2=O)C3=CC=CC=C3	splash10-000i-0090000000-e5e51bb212a6dead4be4	Oprea1_512723	public_spectra_2506:(CCMSLIB00010104413)	NOQJBXPAMJLUSS	237.170	334	5.560	857336439178021912	857336439178021911	4490	
1	SPECTRUM	true	43		2	-1 eV	0.97185045	6	2	-1 eV (corrected -1 eV)	[M + H]+	459.280	N/A	C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O	splash10-0019-9600000000-64cd347fe8e46b4cc0c5	Polyoxyethylene (10)	public_spectra_2506:(CCMSLIB00003135910)	DTPCFIHYWYONMD	504.338	341	5.688	857336439379348512	857336439375154207	4641	
1	SPECTRUM	true	17		2	-1 eV	0.9554654	6	2	-1 eV (corrected -1 eV)	[M + H]+	415.254	N/A	C(COCCOCCOCCOCCOCCOCCOCCOCCO)O	splash10-000i-9200000000-584c3589e41a9e4f353b	Epitope ID:159256	public_spectra_2506:(CCMSLIB00003135946)	YZUUTMGDONTGTN	459.280	341	5.691	857336439559703592	857336439555509287	4645	
3	SPECTRUM	true	23		2	-1 eV	0.7281132	16	2	44 eV	[M + H]+	233.154	Orbitrap (LCMS)	CC1=CCCC(=CC2C(CC1)C(=C)C(=O)O2)C	splash10-05nf-5900000000-15bed26f2aa4addf3700	Costunlide	public_spectra_2506:(MSBNK-NaToxAq-NA003461)	HRYLQFBHBWLLLL	211.133	345	5.755	857336439819750452	857336439819750451	4789	
2	SPECTRUM	true	2		2	-1 eV	0.7594225	6	2	-1 eV (corrected -1 eV)	[M + H]+	251.082	Q-ToF (LCMS)	C1=CC=C2C(=C1)C=CN=C2C3=CC=C(C=C3)[N+](=O)[O-]	splash10-0pbi-0090000000-b452d0a62524ddd7d1f3	1-(4-nitrophenyl)isoquinoline	public_spectra_2506:(CCMSLIB00000224025)	NCKCFKKDTKRSBR	203.082	346	5.766	857336439907830840	857336439907830839	4802	
1	SPECTRUM	true	4		2	-1 eV	0.98505336	6	2	-1 eV (corrected -1 eV)	[M + H]+	459.280	N/A	C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O	splash10-0019-9600000000-64cd347fe8e46b4cc0c5	Polyoxyethylene (10)	public_spectra_2506:(CCMSLIB00003135910)	DTPCFIHYWYONMD	520.333	355	5.909	857336439995911228	857336439991716923	4901	
4	SPECTRUM	true	3		2	-1 eV	0.94103104	6	2	-1 eV (corrected -1 eV)	[M + H]+	415.254	N/A	C(COCCOCCOCCOCCOCCOCCOCCOCCO)O	splash10-000i-9200000000-584c3589e41a9e4f353b	Epitope ID:159256	public_spectra_2506:(CCMSLIB00003135946)	YZUUTMGDONTGTN	503.306	355	5.911	857336440100768832	857336440100768831	4892	
1	SPECTRUM	true	7		2	-1 eV	0.8119487	17	2	75 eV	[M + H]+	435.295	Orbitrap (LCMS)	CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC	splash10-0bt9-9300000000-aaa56dc0cc5e7e1a5af6	Wareflex	public_spectra_2506:(MSBNK-LCSB-LU125405)	SCABKEBYDRTODC	217.097	355	5.912	857336440218209348	857336440218209347	5004	
1	SPECTRUM	true	53		2	-1 eV	0.67397606	6	2	-1 eV (corrected -1 eV)	[M + K]+	759.356	FTICR (LCMS)	CCCCCCCCCC(=O)OC1C(C(C(OC1OC2(C(C(C(O2)CO)O)OC(=O)CC(C)C)CO)CO)OC(=O)C(C)C)OC(=O)C(C)C	null-null-null-null	Compound NP-012421	public_spectra_2506:(CCMSLIB00004699598)	LOTLMZWGLBOKFL	114.073	355	5.914	857336440331455560	857336440327261255	4976	
1	SPECTRUM	true	26		2	-1 eV	0.9682341	6	2	-1 eV (corrected -1 eV)	[M + H]+	459.280	N/A	C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O	splash10-0019-9600000000-64cd347fe8e46b4cc0c5	Polyoxyethylene (10)	public_spectra_2506:(CCMSLIB00003135910)	DTPCFIHYWYONMD	548.364	355	5.916	857336440436313164	857336440432118859	4905	
1	SPECTRUM	true	1		2	-1 eV	0.81490844	6	2	-1 eV (corrected -1 eV)	[M + H]+	594.140	Orbitrap (LCMS)	CC1=CC=C(C=C1)CNC(=O)C2=CC3=C(S2)C4=C(C=C(C=C4)C5=CC=CC=C5C(=O)C6=CC=C(C=C6)OC)S(=O)(=O)C3	splash10-0a4i-6900000000-ec56638791bf0ff715e9	7-[2-(4-Methoxybenzoyl)phenyl]-N-[(4-methylphenyl)methyl]-5,5-dioxo-4H-thieno[3,2-c]thiochromene-2-carboxamide	public_spectra_2506:(BRUNGS_MCEBIO_06995)	DQVRUUKJUZNKSW	196.097	358	5.963	857336440541170768	857336440541170767	5081	
1	SPECTRUM	true	9		2	-1 eV	0.95903337	6	2	-1 eV (corrected -1 eV)	[M + H]+	459.280	N/A	C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O	splash10-0019-9600000000-64cd347fe8e46b4cc0c5	Polyoxyethylene (10)	public_spectra_2506:(CCMSLIB00003135910)	DTPCFIHYWYONMD	592.390	367	6.108	857336440646028372	857336440641834067	5118	
2	SPECTRUM	true	1		2	-1 eV	0.976518	6	2	-1 eV (corrected -1 eV)	[M + H]+	459.280	N/A	C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O	splash10-0019-9600000000-64cd347fe8e46b4cc0c5	Polyoxyethylene (10)	public_spectra_2506:(CCMSLIB00003135910)	DTPCFIHYWYONMD	564.359	367	6.111	857336440738303064	857336440734108759	5126	
4	SPECTRUM	true	0		2	-1 eV	0.9478976	7	2	-1 eV (corrected -1 eV)	[M + H]+	415.254	N/A	C(COCCOCCOCCOCCOCCOCCOCCOCCO)O	splash10-000i-9200000000-584c3589e41a9e4f353b	Epitope ID:159256	public_spectra_2506:(CCMSLIB00003135946)	YZUUTMGDONTGTN	547.333	367	6.113	857336440830577756	857336440826383451	5196	
3	SPECTRUM	true	0		2	-1 eV	0.7953166	6	2	-1 eV (corrected -1 eV)	[M + Na]+	501.100	FTICR (LCMS)	CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C(=C4)O)OC)O)O)O)O	null-null-null-null	Mearncitrin	public_spectra_2506:(CCMSLIB00004706249)	NAQNISJXKDSYJD	296.183	378	6.298	857336441304534128	857336441304534127	5495	
4	SPECTRUM	true	0		2	-1 eV	0.9600486	6	2	-1 eV (corrected -1 eV)	[M + H]+	459.280	N/A	C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O	splash10-0019-9600000000-64cd347fe8e46b4cc0c5	Polyoxyethylene (10)	public_spectra_2506:(CCMSLIB00003135910)	DTPCFIHYWYONMD	608.385	378	6.301	857336441388420212	857336441388420211	5497	
1	SPECTRUM	true	4		2	-1 eV	0.94984394	9	2	-1 eV (corrected -1 eV)	[M + H]+	503.306	N/A	C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O	splash10-001r-6900010000-1754a9999dad3e2f1b53	Undecaethylene glycol	public_spectra_2506:(CCMSLIB00003136774)	PSVXZQVXSXSQRO	636.417	378	6.302	857336441484889208	857336441480694903	5504	
5	SPECTRUM	true	0		2	-1 eV	0.93078184	6	2	-1 eV (corrected -1 eV)	[M + H]+	503.306	N/A	C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O	splash10-001r-6900010000-1754a9999dad3e2f1b53	Undecaethylene glycol	public_spectra_2506:(CCMSLIB00003136774)	PSVXZQVXSXSQRO	591.359	378	6.304	857336441774296188	857336441774296187	5492	
1	SPECTRUM	true	6		2	-1 eV	0.78397477	12	2	21 eV	[M + H]+	152.107	FTICR (LCMS)	CC(CC1=CC=C(C=C1)O)N	splash10-0a6s-9300000000-ffe62efdb5dd3fbd7400	Pedrolon	public_spectra_2506:(MSBNK-Eawag-EQ01087208)	GIKNHHRFLCDOEU	163.039	383	6.375	857336441841405056	857336441841405055	5622	
1	SPECTRUM	true	2		2	-1 eV	0.56574976	6	2	-1 eV (corrected -1 eV)	[M + H]+	502.224	Orbitrap (LCMS)	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)N)OC3C(OC(C(C3O)N)O)CO)CO)N)O)O)O	splash10-03la-8901000000-750eb73e501f98c17c5c	D-Glucosaminide	public_spectra_2506:(BRUNGS_MCEBIO_07880)	RQFQJYYMBWVMQG	318.196	388	6.464	857336442046925964	857336442042731659	5742	
1	SPECTRUM	true	2		2	-1 eV	0.9439595	6	2	-1 eV (corrected -1 eV)	[M + H]+	459.280	N/A	C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O	splash10-0019-9600000000-64cd347fe8e46b4cc0c5	Polyoxyethylene (10)	public_spectra_2506:(CCMSLIB00003135910)	DTPCFIHYWYONMD	680.443	388	6.468	857336442114034832	857336442109840527	5741	
2	SPECTRUM	true	-1		2		0.95328844	6	2	-1 eV (corrected -1 eV)	[M + H]+	459.280	N/A	C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O	splash10-0019-9600000000-64cd347fe8e46b4cc0c5	Polyoxyethylene (10)	public_spectra_2506:(CCMSLIB00003135910)	DTPCFIHYWYONMD	652.411	388	6.470	857336442185338004	857336442181143699	5755	
1	SPECTRUM	true	12		2	-1 eV	0.90398425	7	2	121 eV	[M + H]+	337.227	Orbitrap (LCMS)	CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3	splash10-0ufs-9200000000-ff2c211a084a5f124781	Fentanil	public_spectra_2506:(MSBNK-Eawag-EQ364009)	PJMPHNIQZUBGLI	134.071	390	6.502	857336442319555740	857336442319555739	5795	
2	SPECTRUM	true	2		2	-1 eV	0.69252235	6	2	-1 eV (corrected -1 eV)	[M + H]+	415.254	N/A	C(COCCOCCOCCOCCOCCOCCOCCOCCO)O	splash10-000i-9200000000-584c3589e41a9e4f353b	Epitope ID:159256	public_spectra_2506:(CCMSLIB00003135946)	YZUUTMGDONTGTN	340.209	397	6.620	857336442382470304	857336442382470303	5991	
3	SPECTRUM	true	0		2	-1 eV	0.9328255	6	2	-1 eV (corrected -1 eV)	[M + H]+	459.280	N/A	C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O	splash10-0019-9600000000-64cd347fe8e46b4cc0c5	Polyoxyethylene (10)	public_spectra_2506:(CCMSLIB00003135910)	DTPCFIHYWYONMD	724.469	398	6.625	857336442575408300	857336442575408299	6004	
1	SPECTRUM	true	11		2	-1 eV	0.5134568	15	2	-1 eV (corrected -1 eV)	[M + H]+	200.107	Orbitrap (LCMS)	CC1=CC(=O)N2CCCC3=C2C1=CC=C3	splash10-0udi-1590000000-290cd4bc4213c93559a4	Oprea1_162401	public_spectra_2506:(CCMSLIB00010114760)	INLMMGKPTMPKDG	159.065	403	6.720	857336442772540600	857336442772540599	6114	
1	SPECTRUM	true	0		2	-1 eV	0.7310837	16	2	-1 eV (corrected -1 eV)	[M + H3N + H]+	350.217	FTICR (LCMS)	CC(=CCCC(C)(C=C)O)COC1C(C(C(C(O1)CO)O)O)O	null-null-null-null	Betulalbusides A	public_spectra_2506:(CCMSLIB00004699280)	WEHZDNHJZBEGME	251.185	406	6.767	857336442915146944	857336442915146943	6264	
1	SPECTRUM	true	-1		2		0.9411562	6	2	-1 eV (corrected -1 eV)	[M + H]+	459.280	N/A	C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O	splash10-0019-9600000000-64cd347fe8e46b4cc0c5	Polyoxyethylene (10)	public_spectra_2506:(CCMSLIB00003135910)	DTPCFIHYWYONMD	768.495	407	6.778	857336443099696332	857336443099696331	6218	
1	SPECTRUM	true	4		2	-1 eV	0.64882493	8	2	-1 eV (corrected -1 eV)	[M + H]+	222.149	Orbitrap (LCMS)	CCCCCCOC1=CC=CC=C1C(=O)N	splash10-00di-6900000000-d060cac5d6fa93452a5e	Exalamida	public_spectra_2506:(BRUNGS_MCEBIO_03336)	CKSJXOVLXUMMFF	275.176	410	6.835	857336443254885588	857336443254885587	6302	
4	SPECTRUM	true	-1		2		0.59412843	6	2	-1 eV (corrected -1 eV)	[M + H3N + H]+	396.202	Orbitrap (LCMS)	CCC(C)C(=O)OC1C2C(CC(=O)C(C1(C(=O)C=CC)O)C)C(=C)C(=O)O2	splash10-0a4i-9100000000-ad555542900af32ffd0f	(3aS,6R,7S,8S,8aR)-7-((2E)-But-2-enoyl)-7-hydroxy-6-methyl-3-methylidene-2,5-dioxooctahydro-2H-cyclohepta[b]furan-8-yl 2-methylbutanoate	public_spectra_2506:(BRUNGS_NIHNP_00063)	DFGOIVFBKDWNBI	235.154	413	6.892	857336443326188760	857336443326188759	6265	
4	SPECTRUM	true	0		2	-1 eV	0.73755324	6	2	-1 eV (corrected -1 eV)	[M + H]+	503.306	N/A	C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O	splash10-001r-6900000000-d8f4a27e14e2ad6b1f23	Undecaethylene glycol	public_spectra_2506:(CCMSLIB00003135327)	PSVXZQVXSXSQRO	384.235	414	6.905	857336443401686236	857336443401686235	6418	
2	SPECTRUM	true	42		2	-1 eV	0.59391737	22	2	-1 eV (corrected -1 eV)	[M + H3N + H]+	352.248	FTICR (LCMS)	CC(C)C1(CCC2C(=C1)C(=O)CC3C2(CCCC3(C)C(=O)O)C)O	null-null-null-null	(1R,4aR,4bR,7S,10aR)-7-hydroxy-1,4a-dimethyl-9-oxo-7-propan-2-yl-2,3,4,4b,5,6,10,10a-octahydrophenanthrene-1-carboxylic acid	public_spectra_2506:(CCMSLIB00004698785)	UFEHYRPBLFGEJW	332.243	416	6.939	857336443665927404	857336443665927403	6461	
1	SPECTRUM	true	-1		2		0.82671076	34	2	-1 eV (corrected -1 eV)	[M + H]+	343.212	Orbitrap (LCMS)	CC(CCCCC(C(CO)C(=O)O)O)CC(=CC(=CC(=O)O)C)C	splash10-0a5c-9600000000-bf8ebc969254f9bc90b3	2,4-Tetradecadienedioicacid, 12-hydroxy-13-(hydroxymethyl)-3,5,7-trimethyl- (9CI)	public_spectra_2506:(BRUNGS_NIHNP_00872)	QFZISQBFEIXWDM	251.164	416	6.941	857336443808533748	857336443804339443	6454	
4	SPECTRUM	true	-1		2		0.7286958	21	2	-1 eV (corrected -1 eV)	[M + H]+	293.211	Orbitrap (LCMS)	CCC=CCC1C(C=CC1=O)CCCCCCCC(=O)O	splash10-05po-9400000000-1090c4b3b5313bc0c0bd	o-Phytodienoic acid	public_spectra_2506:(BRUNGS_NIHNP_03064)	PMTMAFAPLCGXGK	251.185	419	6.979	857336443976305916	857336443976305915	6555	
4	SPECTRUM	true	-1		2		0.7676275	32	2	-1 eV (corrected -1 eV)	[M + K]+	441.240	FTICR (LCMS)	CC1=CCCC(=CCC2(C(CC=C(C(CC1)O)C)C(=C(C2=O)O)C(C)CO)C)C	null-null-null-null	Terpestacin	public_spectra_2506:(CCMSLIB00004708853)	UTGBBPSEQPITLF	267.159	420	7.008	857336444051803392	857336444047609087	6549	
1	SPECTRUM	true	3		2	-1 eV	0.91637224	6	2	37 eV	[M + H]+	411.108	Orbitrap (LCMS)	CN(C)C(=O)C1=C(N=CC=C1)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC	splash10-001i-0900000000-8dda3c3ef0f4f625a058	Motivell	public_spectra_2506:(MSBNK-Eawag-EA012910)	RTCOGUMHFFWOJV	417.146	421	7.015	857336444123106564	857336444123106563	6523	
1	SPECTRUM	true	12		2	-1 eV	0.69930774	6	2	-1 eV (corrected -1 eV)	[M + H]+	425.189	Orbitrap (LCMS)	CC1=CC(=C2C(=C1)OC(=CC2=O)C(=O)NCC(C3=CC=CS3)N4CCCCCC4)C	splash10-0ufr-0945000000-ff9cf85602666fed2fa5	N-[2-(1-azepanyl)-2-(2-thienyl)ethyl]-5,7-dimethyl-4-oxo-4H-chromene-2-carboxamide	public_spectra_2506:(BRUNGS_MCESCAF_03143)	GBKNUICKTUDQSL	198.149	422	7.030	857336444303461644	857336444299267339	6573	
1	SPECTRUM	true	-1		2		0.6217213	6	2	75 eV	[M + H]+	198.185	Orbitrap (LCMS)	CCCCCCCCN1CCCC1=O	splash10-000i-9000000000-990d72a9b5176aaf0520	N-Octylpyrrolidone	public_spectra_2506:(MSBNK-LCSB-LU086505)	WPPOGHDFAVQKLN	186.222	422	7.037	857336444383153424	857336444383153423	6590	
5	SPECTRUM	true	0		2	-1 eV	0.75051296	6	2	-1 eV (corrected -1 eV)	[M + H]+	503.306	N/A	C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O	splash10-001r-6900000000-d8f4a27e14e2ad6b1f23	Undecaethylene glycol	public_spectra_2506:(CCMSLIB00003135327)	PSVXZQVXSXSQRO	406.249	422	7.039	857336444454456596	857336444450262291	6624	
5	SPECTRUM	true	2		2	-1 eV	0.7375855	7	2	-1 eV (corrected -1 eV)	[M + H]+	503.306	N/A	C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O	splash10-0019-6900010000-972475c0af2df72e7d4f	Undecaethylene glycol	public_spectra_2506:(CCMSLIB00003136783)	PSVXZQVXSXSQRO	428.262	430	7.167	857336444777418020	857336444777418019	6799	
1	SPECTRUM	true	90		2	-1 eV	0.8245008	16	2	45 eV	[M + H]+	293.117	Orbitrap (LCMS)	C1CC(C2=CC=CC=C2C1)C3=C(C4=CC=CC=C4OC3=O)O	splash10-004i-3900000000-14b0bb8ad23474c84131	Endrocid	public_spectra_2506:(MSBNK-LCSB-LU071003)	ULSLJYXHZDTLQK	177.127	432	7.200	857336444899052840	857336444899052839	6829	
1	SPECTRUM	true	3		2	-1 eV	0.41242906	14	2	-1 eV (corrected -1 eV)	[M + H]+	200.107	Orbitrap (LCMS)	CC1=CC(=O)N2CCCC3=C2C1=CC=C3	splash10-0udi-1590000000-290cd4bc4213c93559a4	Oprea1_162401	public_spectra_2506:(CCMSLIB00006697667)	INLMMGKPTMPKDG	306.076	432	7.203	857336445083602224	857336445083602223	6839	
1	SPECTRUM	true	-1		2		0.6458316	6	2	-1 eV (corrected -1 eV)	[M + H]+	577.395	Orbitrap (LCMS)	CCCCCC(CC(CC(=O)OC(CCCCC)CC(CC(=O)OC(CC(CCCCC)O)CC(=O)O)O)O)O	splash10-0a4i-5900000000-66295baf30b17ce17136	3-[5-(3,5-Dihydroxydecanoyloxy)-3-hydroxydecanoyl]oxy-5-hydroxydecanoic acid	public_spectra_2506:(BRUNGS_NIHNP_01101)	XBEDTLDOFCRJHC	229.141	432	7.205	857336445318483260	857336445318483259	6849	
1	SPECTRUM	true	-1		2		0.56725806	6	2	-1 eV (corrected -1 eV)	[M - H2O + H]+	151.075	Orbitrap (LCMS)	COC1=CC(=CC(=C1)CO)OC	splash10-0udl-6900000000-b324a1e12854a7f312b7	3,5-Dimethoxybenzylalcohol	public_spectra_2506:(CCMSLIB00010122834)	AUDBREYGQOXIFT	151.097	432	7.205	857336445402369344	857336445402369343	6858	
1	SPECTRUM	true	29		2	-1 eV	0.5526056	25	2	-1 eV (corrected -1 eV)	[M - H2O + H]+	159.080	Orbitrap (LCMS)	CC(=O)C=CC1=CC=C(C=C1)OC	splash10-0a4l-2900000000-c9023c3fe86f7bbbe7dc	Anisalacetone	public_spectra_2506:(CCMSLIB00006702075)	WRRZKDVBPZBNJN	159.117	432	7.205	857336445494644036	857336445494644035	6831	
3	SPECTRUM	true	-1		2		0.59144926	6	2	-1 eV (corrected -1 eV)	[M + H3N + H]+	396.202	Orbitrap (LCMS)	CCC(C)C(=O)OC1C2C(CC(=O)C(C1(C(=O)C=CC)O)C)C(=C)C(=O)O2	splash10-0a4i-9100000000-ad555542900af32ffd0f	(3aS,6R,7S,8S,8aR)-7-((2E)-But-2-enoyl)-7-hydroxy-6-methyl-3-methylidene-2,5-dioxooctahydro-2H-cyclohepta[b]furan-8-yl 2-methylbutanoate	public_spectra_2506:(BRUNGS_NIHNP_00063)	DFGOIVFBKDWNBI	207.159	432	7.206	857336445578530120	857336445578530119	6845	
1	SPECTRUM	true	-1		2		0.6158119	8	2	-1 eV (corrected -1 eV)	[M - H2O + H]+	319.227	Orbitrap (LCMS)	CC(C1CCC(O1)(C)C=C)C(=O)OCC(=CCCC(C)(C=C)O)C	splash10-0006-9200000000-d5302152bb48b9622426	6-Hydroxy-2,6-dimethyl-2,7-octadien-1-yl 5-ethenyltetrahydro-.alpha.,5-dimethyl-2-furanacetate	public_spectra_2506:(BRUNGS_NIHNP_03151)	KQTYDMMVMJEHAN	224.186	432	7.206	857336445641444684	857336445641444683	6850	
5	SPECTRUM	true	2		2	-1 eV	0.6429618	6	2	-1 eV (corrected -1 eV)	[M + H]+	502.224	Orbitrap (LCMS)	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)N)OC3C(OC(C(C3O)N)O)CO)CO)N)O)O)O	splash10-01xa-6901000000-722eda75f0bbb4096d65	D-Glucosaminide	public_spectra_2506:(BRUNGS_MCEBIO_07880)	RQFQJYYMBWVMQG	450.275	437	7.276	857336445830188376	857336445830188375	6973	
