formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C10H16N4O	[M + Na]+	C10H16N4NaO+		0.721	13.021	13.021	0.000	4	0.279	-1.045	5.118	-5.070		231.120	58	0.970	857317341044677133	857316066718149403	857316066713955098	1221	
1	C12H23NO	[M + H]+	C12H24NO+		1.000	86.829	86.829	0.000	22	0.994	0.861	0.861	0.501		198.185	58	0.972	857317335273314281	857316066818812703	857316066814618398	1110	
1	CH6FO3PSi	[M + H]+	CH7FO3PSi+		1.000	30.512	30.512	0.000	6	0.247	8.449	8.449	2.608		144.988	59	0.977	857317352855841696	857316066906893091	857316066902698786	1473	
1	C6H13N	[M + H]+	C6H14N+		0.500	42.381	42.381	0.000	6	0.939	6.888	6.888	0.141		100.112	59	0.977	857317334958741270	857316066990779175	857316066986584870	986	
1	C8H8N2	[M + H]+	C8H9N2+		0.762	84.567	84.567	0.000	21	0.896	0.746	0.746	0.491		133.076	59	0.980	857317356093844425	857316067070470955	857316067070470954	1789	
1	C2H10N3OS2	[M + H]+	C2H11N3OS2+		1.000	41.174	35.624	5.549	5	0.890	4.554	4.554	9.327		157.035	59	0.984	857317355234012088	857316067150162735	857316067150162734	1341	
1	C5H10O2Si2	[M + H]+	C5H11O2Si2+		0.999	27.256	27.256	0.000	5	0.219	8.609	8.609	11.262		159.031	59	0.984	857317360749521967	857316067225660211	857316067225660210	1343	
1	C8H10N2O	[M + H]+	C8H11N2O+		1.000	99.864	99.864	0.000	15	0.541	0.863	0.863	0.335		151.087	59	0.988	857317348237910986	857316067313740599	857316067309546294	1319	
1	C6H13NO4	[M + H]+	C6H14NO4+		1.000	62.951	62.951	0.000	8	0.575	0.769	0.808	0.522		164.092	59	0.988	857317354034441134	857316067393432379	857316067393432378	1253	
1	C5H6NO3	[M + H]+	C5H7NO3+		0.920	40.934	40.934	0.000	10	0.129	3.657	7.250	-9.954		129.041	59	0.989	857317357033368600	857316067481512767	857316067477318462	1396	
1	C2HNO3S	[M + Na]+	C2HNNaO3S+		0.929	6.892	6.892	0.000	1	0.013	14.926	14.926	12.436		141.959	59	0.991	857317365807855129	857316067569593155	857316067565398850	1655	
1	C5H9BrO5	[M + Na]+	C5H9BrNaO5+		1.000	52.314	52.314	0.000	6	0.934	-4.353	4.353	7.626		250.954	60	0.996	857317365979821607	857316067645090631	857316067645090630	1400	
1	C13H25N5O3	[M + H]+	C13H26N5O3+		1.000	52.437	52.437	0.000	15	0.953	0.598	0.598	-4.384		300.202	60	1.000	857317351467526504	857316067720588107	857316067720588106	1923	
1	C9H25N4O4	[M + H]+	C9H26N4O4+		0.991	16.064	16.064	0.000	4	0.478	1.596	3.800	5.756		254.196	60	1.002	857317349617838026	857316067800279887	857316067796085582	1620	
