formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C11H24O5	[M + H]+	C11H25O5+		0.940	20.598	20.598	0.000	2	0.348	6.879	6.879	0.336		237.170	334	5.560	857337880159213293	857336439178021912	857336439178021911	4490	
1	C9H27N7O3	[M + H]+	C9H28N7O3+		0.370	8.842	8.842	0.000	2	0.854	3.555	3.555	9.835		282.228	334	5.563	857337865869219454	857336439278685212	857336439274490907	4568	
1	C23H45N5O7	[M + H]+	C23H46N5O7+		0.977	61.608	61.608	0.000	11	0.980	1.267	1.420	-2.211		504.338	341	5.688	857337878129170147	857336439379348512	857336439375154207	4641	
1	C21H38N4O7	[M + H3N + H]+	C21H42N5O7+		0.835	17.764	17.764	0.000	5	0.938	1.079	1.079	-2.362		476.307	341	5.689	857337865286211188	857336439471623204	857336439467428899	4646	
1	C20H42O11	[M + H]+	C20H43O11+		0.915	20.164	20.164	0.000	6	0.965	1.173	1.173	0.243		459.280	341	5.691	857337873037285047	857336439559703592	857336439555509287	4645	
1	C13H27NO6	[M + H]+	C13H28NO6+		0.483	5.541	2.000	3.541	0	0.000			0.360		294.191	342	5.695	857337862480221791	857336439647783980	857336439647783979	4670	
1	C14H27NO4	[M + H]+	C14H28NO4+		0.980	11.068	11.068	0.000	2	0.465	0.114	0.866	0.311		274.201	345	5.744	857337876254316242	857336439731670064	857336439727475759	4721	
1	C12H18O3	[M + H]+	C12H19O3+		0.500	145.732	145.732	0.000	24	0.949	1.099	1.099	0.375		211.133	345	5.755	857337894117857044	857336439819750452	857336439819750451	4789	
1	C11H10N2O2	[M + H]+	C11H11N2O2+		0.982	30.221	30.221	0.000	10	0.992	0.994	0.994	0.226		203.082	346	5.766	857337872932427437	857336439907830840	857336439907830839	4802	
1	C23H42N4O8	[M + H3N + H]+	C23H46N5O8+		0.746	24.809	24.809	0.000	8	0.979	1.233	1.233	-2.133		520.333	355	5.909	857337882289919754	857336439995911228	857336439991716923	4901	
1	C22H46O12	[M + H]+	C22H47O12+		0.844	25.098	25.098	0.000	7	0.962	1.009	1.009	0.271		503.306	355	5.911	857337881241343734	857336440100768832	857336440100768831	4892	
1	C9H13FN2O3	[M + H]+	C9H14FN2O3+		0.860	97.065	97.065	0.000	19	0.973	0.628	0.628	-4.408		217.097	355	5.912	857338661398666850	857336440218209348	857336440218209347	5004	
1	C5H11NSi	[M + H]+	C5H12NSi+		1.000	20.712	14.834	5.878	3	0.134	2.219	2.219	0.593		114.073	355	5.914	857338653567901270	857336440331455560	857336440327261255	4976	
1	C30H49N3O6	[M + H]+	C30H50N3O6+		0.811	20.116	20.116	0.000	9	0.990	0.451	1.110	-9.269		548.364	355	5.916	857338665597165739	857336440436313164	857336440432118859	4905	
1	C10H13NO3	[M + H]+	C10H14NO3+		0.999	54.422	54.422	0.000	8	0.914	3.212	3.212	0.511		196.097	358	5.963	857338653223968332	857336440541170768	857336440541170767	5081	
1	C27H53N5O9	[M + H]+	C27H54N5O9+		0.959	51.643	51.643	0.000	9	0.983	1.321	1.582	-2.051		592.390	367	6.108	857338660920516184	857336440646028372	857336440641834067	5118	
1	C25H46N4O9	[M + H3N + H]+	C25H50N5O9+		0.845	22.879	22.879	0.000	7	0.964	1.092	1.092	-2.117		564.359	367	6.111	857338673423737179	857336440738303064	857336440734108759	5126	
1	C24H50O13	[M + H]+	C24H51O13+		0.777	46.400	46.400	0.000	7	0.970	1.515	1.515	0.369		547.333	367	6.113	857338674078048613	857336440830577756	857336440826383451	5196	
1	C10H22O4	[M + H]+	C10H23O4+		1.000	27.980	24.653	3.327	3	0.797	6.138	6.138	0.166		207.159	367	6.114	857338670349312342	857336440931241056	857336440931241055	5176	
1	C13H25N	[M + H]+	C13H26N+		1.000	26.239	23.093	3.145	4	0.987	0.815	0.815	0.325		196.206	368	6.131	857339020691146427	857336441036098660	857336441036098659	5234	
1	C12H23NO3	[M + H]+	C12H24NO3+		0.820	2.000	2.000	0.000	0	0.000			0.391		230.175	372	6.194	857339022314342213	857336441132567656	857336441128373351	5324	
1	C14H27NO4	[M + H]+	C14H28NO4+		0.985	10.753	6.982	3.771	1	1.000	-9.559	9.559	0.165		274.201	376	6.275	857339022977042250	857336441220648044	857336441216453739	5491	
1	C16H25NO4	[M + H]+	C16H26NO4+		0.692	28.435	28.435	0.000	7	1.000	1.276	1.276	-9.098		296.183	378	6.298	857339025158080340	857336441304534128	857336441304534127	5495	
1	C34H46N4O5	[M + H3N + H]+	C34H50N5O5+		0.303	24.598	24.598	0.000	8	0.977	1.118	1.118	7.666		608.385	378	6.301	857339031776692063	857336441388420212	857336441388420211	5497	
1	C35H57NO9	[M + H]+	C35H58NO9+		0.882	32.640	32.640	0.000	13	0.997	1.127	1.127	9.351		636.417	378	6.302	857339057580050958	857336441484889208	857336441480694903	5504	
1	C26H54O14	[M + H]+	C26H55O14+		0.902	20.497	20.497	0.000	6	0.989	1.199	1.199	0.164		591.359	378	6.304	857339045445929444	857336441774296188	857336441774296187	5492	
1	C9H6O3	[M + H]+	C9H7O3+		0.332	84.631	84.631	0.000	15	0.771	1.735	1.735	-0.003		163.039	383	6.375	857339048977533432	857336441841405056	857336441841405055	5622	
1	C16H24O4	[M + H]+	C16H25O4+		1.000	27.866	25.151	2.715	5	0.938	0.698	0.698	0.407		281.175	383	6.381	857339047169788398	857336441912708228	857336441908513923	5641	
1	C10H22O4	[M + H]+	C10H23O4+		1.000	40.327	40.327	0.000	5	0.843	1.145	1.145	0.504		207.159	388	6.460	857339039058004115	857336441975622792	857336441975622791	5775	
1	C18H25N2O3	[M + H]+	C18H26N2O3+		0.284	32.134	32.134	0.000	5	0.882	1.679	1.679	7.247		318.196	388	6.464	857339042635745433	857336442046925964	857336442042731659	5742	
1	C37H61NO10	[M + H]+	C37H62NO10+		0.622	27.724	27.724	0.000	15	0.984	1.047	1.047	8.636		680.443	388	6.468	857339172822751485	857336442114034832	857336442109840527	5741	
1	C22H34O4	[M + H]+	C22H35O4+		0.892	10.539	10.539	0.000	1	1.000	1.775	1.775	2.461		363.254	388	6.475	857339100038991686	857336442252446872	857336442252446871	5757	
1	C7H7N3	[M + H]+	C7H8N3+		0.913	54.522	54.522	0.000	16	0.986	1.975	1.975	0.495		134.071	390	6.502	857339290519127391	857336442319555740	857336442319555739	5795	
1	C18H29NO5	[M + H]+	C18H30NO5+		0.743	62.472	62.472	0.000	8	0.918	1.199	1.199	-8.052		340.209	397	6.620	857339111053234023	857336442382470304	857336442382470303	5991	
1	C20H36N2O5	[M + H]+	C20H37N2O5+		0.863	14.265	14.265	0.000	3	0.828	0.865	0.865	-6.615		385.267	397	6.620	857339103058890577	857336442449579172	857336442445384867	5995	
1	C19H34N2O5	[M + H]+	C19H35N2O5+		0.770	10.762	10.762	0.000	2	0.745	1.196	1.196	-6.650		371.252	397	6.624	857339105520947036	857336442512493736	857336442512493735	5994	
1	C45H61N3O5	[M + H]+	C45H62N3O5+		0.719	23.806	23.806	0.000	9	0.966	0.903	0.903	0.734		724.469	398	6.625	857339387504018840	857336442575408300	857336442575408299	6004	
1	C15H27NO5	[M + H]+	C15H28NO5+		0.465	5.626	2.000	3.626	0	0.000			0.267		302.196	403	6.709	857339310903444838	857336442642517168	857336442642517167	6063	
1	C9H17NO6	[M + H]+	C9H18NO6+		0.204	10.671	10.671	0.000	1	0.545	6.523	6.523	0.408		236.113	403	6.717	857339353727288710	857336442709626036	857336442705431731	6116	
1	C7H10O4	[M + H]+	C7H11O4+		0.487	7.805	7.805	0.000	1	0.001	6.975	6.975	0.281		159.065	403	6.720	857339441375659427	857336442772540600	857336442772540599	6114	
1	C12H17N5O2	[M + H]+	C12H18N5O2+		0.274	2.000	2.000	0.000	0	0.000			-4.661		264.144	403	6.720	857339319963141489	857336442852232380	857336442852232379	6095	
1	C12H26O5	[M + H]+	C12H27O5+		0.998	105.537	102.305	3.232	18	0.979	1.489	1.489	0.436		251.185	406	6.767	857339352708072828	857336442915146944	857336442915146943	6264	
1	C12H31N4O4	[M + H]+	C12H32N4O4+		0.559	11.430	8.864	2.566	2	0.792	3.507	3.507	4.973		296.243	406	6.770	857339521885324731	857336442978061508	857336442978061507	6284	
1	C24H38O5	[M + H]+	C24H39O5+		0.856	19.692	19.692	0.000	2	0.657	1.110	1.110	2.625		407.280	407	6.775	857339467485201841	857336443036781768	857336443036781767	6243	
1	C41H69NO12	[M + H]+	C41H70NO12+		0.726	19.222	19.222	0.000	7	1.000	1.263	1.263	7.530		768.495	407	6.778	857339788034888859	857336443099696332	857336443099696331	6218	
1	C23H36O5	[M + H]+	C23H37O5+		0.686	17.752	17.752	0.000	3	0.970	1.058	1.058	2.541		393.265	407	6.780	857339791507772581	857336443175193808	857336443175193807	6230	
1	C16H22N2O2	[M + H]+	C16H23N2O2+		0.986	81.967	81.967	0.000	18	0.993	1.408	1.408	0.384		275.176	410	6.835	857339805193786976	857336443254885588	857336443254885587	6302	
1	C11H22O5	[M + H]+	C11H23O5+		1.000	74.389	74.389	0.000	11	0.931	1.513	1.513	0.764		235.154	413	6.892	857339798218659094	857336443326188760	857336443326188759	6265	
1	C16H29N7O4	[M + H]+	C16H30N7O4+		0.440	45.681	45.681	0.000	6	0.853	1.304	1.304	0.211		384.235	414	6.905	857339802748507732	857336443401686236	857336443401686235	6418	
1	C18H36N8O4	[M + H]+	C18H37N8O4+		0.335	13.588	13.588	0.000	3	0.789	1.269	1.269	0.587		429.293	414	6.906	857339801343415882	857336443464600800	857336443464600799	6416	
1	C24H40O4	[M + Na]+	C24H40NaO4+		0.353	14.581	14.581	0.000	3	0.877	0.820	0.820	-9.392		415.278	415	6.913	857339807186081507	857336443531709668	857336443531709667	6433	
1	C8H15NO	[M + H]+	C8H16NO+		1.000	36.692	33.614	3.078	3	0.589	2.043	2.043	0.840		142.123	416	6.932	857339803125995102	857336443598818536	857336443598818535	6450	
1	C17H33NO5	[M + H]+	C17H34NO5+		1.000	161.112	161.112	0.000	33	0.924	1.455	1.455	0.091		332.243	416	6.939	857339831429161346	857336443665927404	857336443665927403	6461	
1	C12H31N4O4	[M + H]+	C12H32N4O4+		0.577	16.699	14.153	2.545	2	0.686	2.846	2.846	4.905		296.243	416	6.940	857339813284599863	857336443737230576	857336443737230575	6506	
1	C15H22O3	[M + H]+	C15H23O3+		0.333	226.461	224.313	2.148	39	0.979	1.338	1.338	0.434		251.164	416	6.941	857339854904689716	857336443808533748	857336443804339443	6454	
1	C14H27NO5	[M + H]+	C14H28NO5+		0.620	5.516	2.000	3.516	0	0.000			0.278		290.196	417	6.954	857339813246851116	857336443892419832	857336443892419831	6479	
1	C12H26O5	[M + H]+	C12H27O5+		0.997	128.689	128.689	0.000	20	0.932	0.709	0.709	0.397		251.185	419	6.979	857339815088150593	857336443976305916	857336443976305915	6555	
1	C15H22O4	[M + H]+	C15H23O4+		1.000	266.462	266.462	0.000	38	0.998	1.573	1.573	0.391		267.159	420	7.008	857339855730967625	857336444051803392	857336444047609087	6549	
1	C22H17FN6O2	[M + H]+	C22H18FN6O2+		0.555	37.470	37.470	0.000	8	0.892	-1.604	1.635	-2.633		417.146	421	7.015	857339826861563418	857336444123106564	857336444123106563	6523	
1	C17H31NO5	[M + H]+	C17H32NO5+		0.714	22.143	22.143	0.000	3	0.632	1.378	1.378	0.092		330.228	422	7.026	857339854808220714	857336444194409736	857336444190215431	6576	
1	C11H19NO2	[M + H]+	C11H20NO2+		1.000	69.908	68.476	1.432	8	0.912	1.245	1.245	0.629		198.149	422	7.030	857340435463475128	857336444303461644	857336444299267339	6573	
1	C12H27N	[M + H]+	C12H28N+		1.000	36.675	36.675	0.000	7	0.961	0.667	0.667	0.342		186.222	422	7.037	857339839658394665	857336444383153424	857336444383153423	6590	
1	C20H31N5O4	[M + H]+	C20H32N5O4+		0.466	38.569	38.569	0.000	6	0.853	1.632	1.632	9.573		406.249	422	7.039	857339855949071443	857336444454456596	857336444450262291	6624	
1	C25H40O6	[M + H]+	C25H41O6+		0.894	17.393	17.393	0.000	3	0.984	1.032	1.032	2.503		437.291	422	7.041	857340013763956643	857336444525759768	857336444525759767	6628	
1	C26H42O6	[M + H]+	C26H43O6+		0.901	16.876	16.876	0.000	3	1.000	1.415	1.415	2.359		451.306	423	7.046	857340434293264301	857336444601257244	857336444597062939	6626	
1	C19H38N8O5	[M + H]+	C19H39N8O5+		0.315	14.554	14.554	0.000	3	0.811	1.242	1.242	1.039		459.304	429	7.153	857340003928313719	857336444693531936	857336444689337631	6779	
1	C18H33N7O5	[M + H]+	C18H34N7O5+		0.584	30.285	30.285	0.000	7	0.908	1.112	1.112	0.715		428.262	430	7.167	857339975805505389	857336444777418020	857336444777418019	6799	
1	C12H16O	[M + H]+	C12H17O+		0.500	132.399	132.399	0.000	33	0.735	0.821	0.845	0.330		177.127	432	7.200	857340012295950217	857336444899052840	857336444899052839	6829	
1	C13H23N5	[M + H]+	C13H24N5+		0.329	2.000	2.000	0.000	0	0.000			-4.765		250.201	432	7.203	857340008974061441	857336445003910444	857336445003910443	6837	
1	C11H21NO4Se	[M + H]+	C11H22NO4Se+		1.000	133.445	133.445	0.000	40	0.707	-4.275	4.452	-2.421		306.076	432	7.203	857340498499669949	857336445083602224	857336445083602223	6839	
1	C8H16O2	[M + H]+	C8H17O2+		0.999	4.500	4.500	0.000	0	0.000			0.440		145.122	432	7.203	857340626354638791	857336445159099700	857336445159099699	6836	
1	C9H19F2N3	[M + H]+	C9H20F2N3+		0.988	6.595	3.899	2.696	1	0.172	5.998	5.998	2.544		208.163	432	7.204	857340733301002186	857336445242985784	857336445238791479	6844	
1	C10H22O4	[M + Na]+	C10H22NaO4+		0.546	29.769	29.769	0.000	5	0.891	1.257	1.257	0.393		229.141	432	7.205	857340745665810384	857336445318483260	857336445318483259	6849	
1	C6H14O4	[M + H]+	C6H15O4+		0.412	21.999	21.999	0.000	5	0.470	0.435	0.435	0.494		151.097	432	7.205	857340763936199156	857336445402369344	857336445402369343	6858	
1	C9H15FO	[M + H]+	C9H16FO+		0.321	98.317	98.317	0.000	17	0.110	-9.491	9.491	-6.912		159.117	432	7.205	857340776183566848	857336445494644036	857336445494644035	6831	
1	C10H22O4	[M + H]+	C10H23O4+		1.000	60.635	55.683	4.952	9	0.937	1.045	3.189	0.407		207.159	432	7.206	857340800208540171	857336445578530120	857336445578530119	6845	
1	C10H22O4	[M + H3N + H]+	C10H26NO4+		0.997	57.305	57.305	0.000	9	0.757	1.267	1.298	0.247		224.186	432	7.206	857340818332127768	857336445641444684	857336445641444683	6850	
1	C13H25N5	[M + H]+	C13H26N5+		0.646	6.709	2.065	4.644	1	0.006	0.443	0.443	-5.243		252.217	432	7.206	857340874825216389	857336445712747856	857336445708553551	6843	
1	C6H12O3	[M + H]+	C6H13O3+		0.499	4.500	4.500	0.000	0	0.000			0.446		133.086	433	7.209	857340873545953663	857336445771468116	857336445771468115	6848	
1	C27H35N3O3	[M + H]+	C27H36N3O3+		0.451	23.406	23.406	0.000	5	0.924	0.854	0.854	-0.574		450.275	437	7.276	857340876595212682	857336445830188376	857336445830188375	6973	
1	C12H17NO2	[M + H]+	C12H18NO2+		0.961	27.333	24.033	3.300	3	0.811	0.904	0.904	0.359		208.133	440	7.337	857340890994258339	857336445901491548	857336445897297243	7066	
1	C17H31N5O2	[M + H]+	C17H32N5O2+		0.574	8.618	8.618	0.000	1	0.759	1.148	1.148	-4.026		338.254	441	7.356	857340887185830294	857336445981183328	857336445981183327	7038	
1	C12H27NO	[M + H]+	C12H28NO+		1.000	30.195	26.807	3.388	4	0.930	2.704	3.031	0.391		202.217	441	7.357	857340890620965281	857336446056680804	857336446052486499	7088	
1	C25H46N2O8	[M + H]+	C25H47N2O8+		0.498	15.982	15.982	0.000	4	1.000	1.210	1.210	-4.476		503.330	443	7.381	857340907314295516	857336446123789672	857336446123789671	7126	
1	C24H41NO8	[M + H]+	C24H42NO8+		0.511	24.632	24.632	0.000	6	0.925	0.975	0.975	-4.984		472.288	443	7.382	857340910309028582	857336446186704236	857336446186704235	7118	
1	C26H48N2O8	[M + H]+	C26H49N2O8+		0.282	9.511	9.511	0.000	2	1.000	1.676	1.676	-4.316		517.346	443	7.385	857340911793812208	857336446253813104	857336446253813103	7137	
1	C12H16O3	[M + H]+	C12H17O3+		1.000	92.231	92.231	0.000	11	0.632	0.877	0.877	0.474		209.117	445	7.423	857340922493482269	857336446320921972	857336446316727667	7191	
1	C12H27NO3	[M + H]+	C12H28NO3+		1.000	77.895	72.071	5.824	18	0.997	1.577	1.577	0.469		234.206	446	7.429	857340916667593662	857336446392225144	857336446392225143	7192	
1	C16H31NO5	[M + H]+	C16H32NO5+		0.416	6.867	6.867	0.000	2	0.761	-1.141	2.003	0.316		318.228	447	7.444	857340918496310209	857336446463528316	857336446463528315	7201	
1	C7H5NOS	[M + H]+	C7H6NOS+		0.990	77.411	77.411	0.000	17	0.995	1.354	1.354	0.518		152.017	447	7.450	857341238509123479	857336446534831488	857336446530637183	7229	
1	C29H39N3O4	[M + H]+	C29H40N3O4+		0.475	26.286	26.286	0.000	6	0.899	1.009	1.009	-0.249		494.301	449	7.489	857340963266311533	857336446597746052	857336446593551747	7276	
1	C13H19N5	[M + H]+	C13H20N5+		0.326	2.000	2.000	0.000	0	0.000			-4.883		246.170	450	7.497	857341233589204879	857336446669049224	857336446664854919	7288	
1	C16H31N5O	[M + H]+	C16H32N5O+		0.496	17.174	14.241	2.933	2	0.920	3.746	3.746	-4.148		310.259	452	7.532	857341049694140278	857336446748741004	857336446748741003	7327	
1	C12H27N	[M + H]+	C12H28N+		1.000	28.862	23.590	5.272	2	0.621	3.088	3.088	0.449		186.222	454	7.563	857341009617565275	857336446824238480	857336446820044175	7376	
1	C12H25NO3	[M + H]+	C12H26NO3+		0.500	79.068	75.705	3.363	16	0.984	0.680	0.680	0.602		232.191	454	7.568	857341038294021990	857336446916513172	857336446912318867	7351	
1	C34H46N2O4	[M + H]+	C34H47N2O4+		0.498	13.135	13.135	0.000	3	1.000	0.185	0.185	6.076		547.356	455	7.584	857341271748982689	857336446983622040	857336446979427735	7383	
1	C22H41N7O7	[M + H]+	C22H42N7O7+		0.319	22.938	22.938	0.000	5	1.000	0.315	0.315	0.924		516.315	455	7.592	857341049002080108	857336447046536604	857336447046536603	7402	
1	C12H26O5	[M + H3N + H]+	C12H30NO5+		0.953	14.635	14.635	0.000	3	0.711	5.840	5.840	0.337		268.212	456	7.601	857341105528715141	857336447113645472	857336447109451167	7455	
1	C6H21N9O2	[M + H]+	C6H22N9O2+		0.936	17.496	15.897	1.600	2	0.654	3.794	3.794	-1.417		252.189	456	7.602	857341274320091053	857336447184948644	857336447184948643	7411	
1	C15H33N2O2	[M + Na]+	C15H33N2NaO2+		0.986	10.902	10.902	0.000	4	0.628	6.515	6.515	-0.587		296.243	456	7.603	857341647231466109	857336447252057512	857336447247863207	7453	
1	C12H26O5	[M + H]+	C12H27O5+		0.667	63.090	63.090	0.000	10	0.924	1.889	1.889	0.317		251.185	456	7.606	857341664604276085	857336447319166380	857336447319166379	7460	
1	C13H25N5O3	[M + Na]+	C13H25N5NaO3+		0.423	11.463	11.463	0.000	1	0.684	-0.609	0.609	3.289		322.186	459	7.650	857341654693134629	857336447373692336	857336447373692335	7441	
1	C12H20O7	[M + H]+	C12H21O7+		1.000	46.758	46.758	0.000	6	0.973	0.788	0.788	0.327		277.128	460	7.669	857341651866173722	857336447424023988	857336447419829683	7477	
1	C16H31N5O	[M + H]+	C16H32N5O+		0.919	30.378	30.378	0.000	6	0.929	16.748	16.748	-4.084		310.259	463	7.723	857341651761316101	857336447507910072	857336447507910071	7628	
1	C13H28O5	[M + H]+	C13H29O5+		0.967	18.634	18.634	0.000	3	0.983	6.007	6.007	0.526		265.201	464	7.726	857341651752927483	857336447558241724	857336447558241723	7631	
1	C2H4O2	[M + K]+	C2H4KO2+		1.000	22.867	22.867	0.000	2	0.620	-0.672	1.430	-0.682		98.984	467	7.784	857341656060477758	857336447616961984	857336447616961983	7700	
1	C14H31O8	[M + H]+	C14H32O8+		0.522	4.500	4.500	0.000	0	0.000			8.411		328.212	468	7.807	857341651853590800	857336447721819588	857336447717625283	7625	
1	C14H27NO7	[M + H]+	C14H28NO7+		0.489	5.270	2.229	3.041	1	0.250	0.368	0.368	0.066		322.186	470	7.825	857341657998246215	857336447893786064	857336447893786063	7816	
1	C12H18O4	[M + H]+	C12H19O4+		1.000	81.147	77.718	3.430	9	0.881	1.439	1.439	0.460		227.128	470	7.827	857341664491029867	857336447780539848	857336447780539847	7798	
1	C15H21N5	[M + H]+	C15H22N5+		0.090	2.000	2.000	0.000	0	0.000			-4.490		272.186	470	7.829	857341667435431297	857336447835065804	857336447835065803	7781	
1	C12H20O7	[M + H]+	C12H21O7+		1.000	50.856	45.289	5.567	6	0.937	1.085	1.085	0.507		277.128	471	7.855	857341679837990337	857336447939923412	857336447939923411	7927	
1	C14H35N4O5	[M + H]+	C14H36N4O5+		0.491	6.879	6.879	0.000	1	0.806	1.337	1.337	4.227		340.269	475	7.910	857341670023316881	857336447986060760	857336447981866455	7914	
1	C13H25N5O3	[M + Na]+	C13H25N5NaO3+		0.958	8.747	8.747	0.000	3	0.497	-1.943	1.943	3.506		322.186	475	7.912	857341680328724721	857336448028003804	857336448028003803	7976	
1	C9H14O5	[M + H]+	C9H15O5+		0.987	17.016	17.016	0.000	2	0.916	1.822	1.822	0.148		203.091	476	7.930	857341696313223024	857336448074141152	857336448074141151	7965	
1	C9H16O4	[M + H]+	C9H17O4+		0.961	14.595	14.595	0.000	1	1.000	6.691	6.691	0.500		189.112	479	7.980	857341733550253999	857336448120278500	857336448120278499	8011	
1	C14H24O3	[M + H]+	C14H25O3+		1.000	72.422	72.422	0.000	11	0.928	1.130	1.193	0.369		241.180	480	8.006	857341697340827514	857336448158027240	857336448158027239	8065	
1	C11H21NO2	[M + H]+	C11H22NO2+		1.000	61.565	58.168	3.397	9	0.248	1.713	1.713	0.473		200.165	482	8.031	857341723156768684	857336448208358892	857336448204164587	8079	
1	C14H31O8	[M + H]+	C14H32O8+		0.423	6.203	4.500	1.703	0	0.000			8.381		328.212	484	8.067	857341698724947844	857336448258690544	857336448258690543	8126	
1	C21H28O6	[M + H]+	C21H29O6+		0.812	23.074	23.074	0.000	4	0.973	0.604	0.604	0.411		377.196	487	8.125	857341718920521634	857336448313216500	857336448313216499	8208	
1	C12H16O3	[M + H]+	C12H17O3+		0.985	91.674	91.674	0.000	12	0.838	0.675	0.675	0.522		209.117	487	8.125	857341704710219672	857336448371936760	857336448371936759	8207	
1	C13H25N5O3	[M + Na]+	C13H25N5NaO3+		0.884	19.567	14.536	5.031	3	0.601	-2.582	2.582	3.413		322.186	491	8.177	857341736314300344	857336448439045628	857336448434851323	8305	
1	C12H20O7	[M + H]+	C12H21O7+		1.000	59.151	59.151	0.000	10	0.980	0.576	0.576	0.399		277.128	491	8.186	857341700511721358	857336448493571584	857336448493571583	8327	
1	C17H25N5O	[M + H]+	C17H26N5O+		0.115	2.000	2.000	0.000	0	0.000			-3.848		316.212	491	8.192	857341755775870925	857336448552291844	857336448552291843	8311	
1	C10H18O4	[M + H]+	C10H19O4+		0.926	21.818	21.818	0.000	7	1.000	1.319	1.319	0.219		203.128	492	8.193	857341754605660100	857336448606817800	857336448606817799	8308	
1	C12H13NO2	[M + H]+	C12H14NO2+		0.995	104.150	104.150	0.000	26	0.930	1.099	1.099	0.612		204.102	492	8.195	857341787874879448	857336448669732364	857336448669732363	8313	
1	C9H14O5	[M + H]+	C9H15O5+		1.000	46.683	46.683	0.000	7	0.917	1.098	1.098	0.148		203.091	492	8.199	857341898994577050	857336448728452624	857336448728452623	8326	
1	C17H31N5O2	[M + H]+	C17H32N5O2+		0.846	11.343	11.343	0.000	2	0.925	3.860	3.860	-3.937		338.254	493	8.219	857341910864457508	857336448787172884	857336448782978579	8353	
1	C14H28O6	[M + H]+	C14H29O6+		0.977	24.346	24.346	0.000	5	0.980	1.601	1.601	0.256		293.196	493	8.223	857341903922884261	857336448845893144	857336448845893143	8357	
1	C2H5NO	[M + K]+	C2H5KNO+		0.978	5.216	5.216	0.000	1	0.659	1.636	1.636	-0.529		98.000	493	8.225	857341897295883920	857336448900419100	857336448900419099	8367	
1	C11H19NO2	[M + H]+	C11H20NO2+		1.000	38.027	34.636	3.391	4	0.835	1.708	1.708	0.730		198.149	498	8.293	857341911720095535	857336448963333664	857336448959139359	8471	
1	C10H18O4	[M + H]+	C10H19O4+		0.997	20.604	17.687	2.917	2	0.729	3.776	3.776	0.022		203.128	504	8.398	857341914358312755	857336449017859620	857336449017859619	8589	
1	C16H33NO6	[M + H]+	C16H34NO6+		0.534	11.896	11.896	0.000	1	0.545	2.069	2.069	0.136		336.238	505	8.425	857341905952927495	857336449072385576	857336449072385575	8644	
1	C17H27N5O	[M + H]+	C17H28N5O+		0.205	11.909	10.047	1.862	1	0.826	0.566	0.566	-3.761		318.228	507	8.457	857341907324464914	857336449139494444	857336449139494443	8698	
1	C10H18O4	[M + H]+	C10H19O4+		0.500	15.241	15.241	0.000	2	0.867	4.531	4.531	0.071		203.128	510	8.494	857341915687907132	857336449198214704	857336449194020399	8769	
1	C17H26N2O	[M + H]+	C17H27N2O+		0.984	49.044	49.044	0.000	12	0.994	1.049	1.049	0.654		275.212	514	8.567	857341918762331981	857336449248546356	857336449248546355	8843	
1	C14H27NO3	[M + H]+	C14H28NO3+		0.989	5.703	2.000	3.703	0	0.000			0.580		258.207	518	8.637	857341915817930567	857336449311460920	857336449307266615	8908	
1	C11H19NO2	[M + H]+	C11H20NO2+		1.000	37.456	37.456	0.000	5	0.792	0.569	0.569	0.730		198.149	519	8.650	857341921748676686	857336449361792572	857336449361792571	8938	
1	C10H18O4	[M + H]+	C10H19O4+		1.000	41.241	41.241	0.000	8	0.954	0.737	1.079	0.219		203.128	520	8.671	857341923313152159	857336449416318528	857336449416318527	8981	
1	C12H25NO3	[M + H]+	C12H26NO3+		1.000	45.505	42.440	3.065	5	0.986	0.697	0.697	0.646		232.191	520	8.674	857341927561982131	857336449479233092	857336449479233091	8971	
1	C22H29NO6	[M + H]+	C22H30NO6+		0.956	33.177	33.177	0.000	10	0.999	1.041	1.041	0.435		404.207	524	8.736	857342039969332994	857336449533759048	857336449533759047	9042	
1	C12H18O2	[M + H]+	C12H19O2+		1.000	106.151	106.151	0.000	17	0.934	0.660	1.099	0.788		195.138	524	8.738	857342040275517198	857336449592479308	857336449592479307	9050	
1	C14H27NO3	[M + H]+	C14H28NO3+		0.991	5.585	2.000	3.585	0	0.000			0.580		258.207	525	8.748	857342038157393644	857336449651199568	857336449651199567	9070	
1	C12H13NO2	[M + H]+	C12H14NO2+		1.000	119.605	116.220	3.385	23	0.954	0.393	0.505	0.612		204.102	526	8.761	857342044234940185	857336449709919828	857336449709919827	9089	
1	C9H10O	[M + H]+	C9H11O+		0.491	87.814	87.814	0.000	12	0.942	1.240	1.240	0.434		135.081	529	8.810	857342039889641200	857336449768640088	857336449768640087	9192	
1	C21H28O6	[M + H]+	C21H29O6+		0.997	62.968	56.723	6.246	13	0.954	0.950	0.950	0.490		377.196	530	8.827	857342051298149259	857336449827360348	857336449827360347	9186	
