id,sirius_id,annotation_type,compound_name,smiles,molecular_formula,precursor_mz,rt,score,cluster_label,cluster_membership_probability,cluster_outlier_score
25611,857336479032301168,spectral_match,Mollan S,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,,371.316,21.65,0.95875084,7,0.6137390551731209,0.38626094482687917
25825,857336479166518908,spectral_match,Mollan S,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,,371.316,21.826,0.9640166,7,0.6137390551731209,0.38626094482687917
25826,857336479208461952,structure_db_match,Mollan S,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,C22H42O4,388.342,21.828,0.879,7,0.6137390551731209,0.38626094482687917
12286,857336456752156704,spectral_match,Admox 12,CCCCCCCCCCCC[N+](C)(C)[O-],,230.248,11.183,0.9412812,7,0.5993992998616121,0.4006007001383879
22362,857336474678613276,spectral_match,Juvemon,CC(C)OC(=O)C=C(C)C=CCC(C)CCCC(C)(C)OC,,311.258,18.622,0.8614719,7,0.5762950459077766,0.42370495409222336
14559,857336462934561204,structure_db_match,"1-Hexylpyrrole-2,5-dione",CCCCCCN1C(=O)C=CC1=O,C10H15NO2,182.118,12.761,0.957,7,0.5406888607143927,0.45931113928560735
12433,857336457142227000,denovo,"Triethylene glycol, hexyl ether, acetate",CCCCCCOCCOCCOCCOC(=O)C,C14H28O5,277.201,11.282,-1.04,7,0.5263090913323573,0.4736909086676428
23963,857336476847068620,denovo,Nervonamide,CCCCCCCCC=CCCCCCCCCCCCCCC(=O)N,C24H47NO,366.373,19.855,-0.975,7,0.5112862866202142,0.48871371337978575
15683,857336464696169016,denovo,N-Cyclohexyloctanamide,CCCCCCCC(=O)NC1CCCCC1,C14H27NO,226.217,13.701,-0.069,7,0.4329122871141688,0.5670877128858312
13066,857336459256156356,denovo,1-Cyclohexyl-3-hexylurea,CCCCCCNC(=O)NC1CCCCC1,C13H26N2O,227.212,11.649,-1.855,7,0.3779060823922825,0.6220939176077176
733,857336427584965228,denovo,,CS(=O)(=O)NN[SH](=O)=O,CH6N2O4S2,174.985,0.905,-1.155,8,1.0,0.0
3364,857336433155001156,spectral_match,phthalate,C1=CC=C(C(=C1)C(=O)O)C(=O)O,,149.023,4.264,0.9294307,8,1.0,0.0
3954,857336436527221688,spectral_match,phthalate,C1=CC=C(C(=C1)C(=O)O)C(=O)O,,149.023,5.039,0.94354945,8,1.0,0.0
3958,857336436418169780,denovo,Isophthalic Acid,C1=CC(=CC(=C1)C(=O)O)C(=O)O,C8H6O4,167.034,5.035,-0.439,8,1.0,0.0
5795,857336442319555740,spectral_match,Tolytriazole,CC1=CC=CC2=NNN=C12,,134.071,6.502,0.89533746,8,1.0,0.0
14825,857336463299465680,denovo,,O=Cc1cccc(C=CO)c1,C9H8O2,149.06,12.945,-2.766,8,1.0,0.0
21832,857336474213045492,spectral_match,phthalate,C1=CC=C(C(=C1)C(=O)O)C(=O)O,,149.023,18.246,0.9357311,8,1.0,0.0
24930,857336478067611180,spectral_match,phthalate,C1=CC=C(C(=C1)C(=O)O)C(=O)O,,149.023,20.89,0.9252429,8,1.0,0.0
25517,857336478617065048,spectral_match,phthalate,C1=CC=C(C(=C1)C(=O)O)C(=O)O,,149.023,21.598,0.93170065,8,1.0,0.0
26114,857336479766304428,spectral_match,phthalate,C1=CC=C(C(=C1)C(=O)O)C(=O)O,,149.023,22.252,0.88919765,8,1.0,0.0
20933,857336473315464360,denovo,monobutyl ester,CCCCOC(=O)C1=CC=CC=C1C(=O)O,C12H14O4,223.097,17.54,-0.904,8,0.7463601127477195,0.2536398872522805
1420,857336430227376852,spectral_match,Ammedlide,C1(=NC(=O)NC(=O)N1)N,,129.041,0.987,0.93777883,8,0.5738552818672685,0.4261447181327314
763,857336428130224768,structure_db_match,"2-Oxo-4,6-diamino-1-azonia-2,3-dihydro-1,3,5-triazine",C1(=NC(=NC(=O)N1)N)N,C3H5N5O,128.057,0.927,0.877,8,0.5501512498842633,0.44984875011573666
3190,857336432567798572,denovo,7-methyl-1H-benzo[d]imidazole,CC1=C2C(=CC=C1)NC=N2,C8H8N2,133.076,3.978,-1.558,8,0.46129026725251154,0.5387097327474885
6265,857336443326188760,denovo,"3,5-di-tert-butyl-2-hydroxybenzaldehyde",CC(C)(C)C1=CC(=C(C(=C1)C(C)(C)C)O)C=O,C15H22O2,235.154,6.892,-1.205,8,0.4298192931446346,0.5701807068553654
15127,857336463878279676,spectral_match,"3,5-Di-t-butyl-4-hydroxybenzaldehyde",CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=O,,235.166,13.186,0.99607265,8,0.362871646605292,0.6371283533947081
7066,857336445901491548,denovo,1-(6-Pentoxypyridin-3-yl)ethanone,CCCCCOC1=NC=C(C=C1)C(=O)C,C12H17NO2,208.133,7.337,-1.757,8,0.2229421286974467,0.7770578713025533
21504,857336473835558100,spectral_match,Uvinul A Plus,CCCCCCOC(=O)C1=CC=CC=C1C(=O)C2=C(C=C(C=C2)N(CC)CC)O,,398.233,17.996,0.9301528,9,1.0,0.0
25414,857336478419932744,spectral_match,Fleximel,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,,391.284,21.484,0.89492315,9,1.0,0.0
25626,857336479078438516,spectral_match,Fleximel,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,,391.284,21.663,0.9842095,9,1.0,0.0
26099,857336479669835428,spectral_match,Palatinol N-d4,CC(C)CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC(C)C,,419.315,22.214,0.95747775,9,1.0,0.0
26117,857336479711778472,spectral_match,Fleximel,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,,391.284,22.239,0.9900106,9,1.0,0.0
26479,857336480269620948,spectral_match,Palatinol N-d4,CC(C)CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC(C)C,,419.316,22.755,0.9885421,9,1.0,0.0
26568,857336480500307684,spectral_match,Palatinol N-d4,CC(C)CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC(C)C,,419.316,22.874,0.9966068,9,1.0,0.0
26594,857336480554833640,denovo,Isononyl isooctyl phthalate,CC(C)CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCC(C)C,C25H40O4,405.3,22.904,-2.935,9,1.0,0.0
27438,857336481330779944,spectral_match,Sicol 184,CC(C)CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC(C)C,,447.347,23.954,0.9846619,9,1.0,0.0
27672,857336481511135032,spectral_match,Hexamoll DINCH,CC(C)CCCCCCOC(=O)C1CCCCC1C(=O)OCCCCCCC(C)C,,425.362,24.384,0.97736186,9,1.0,0.0
27736,857336481599215424,spectral_match,Sicol 184,CC(C)CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC(C)C,,447.347,24.527,0.9240448,9,1.0,0.0
27757,857336481649547076,spectral_match,Hexamoll DINCH,CC(C)CCCCCCOC(=O)C1CCCCC1C(=O)OCCCCCCC(C)C,,425.362,24.552,0.9890783,9,1.0,0.0
14787,857336463194608072,structure_db_match,Benzo Flex 2-45,C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2,C18H18O5,315.123,12.934,0.958,9,0.19112553805106083,0.8088744619489391
15029,857336463718896112,spectral_match,Benzo Flex 2-45,C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2,,315.123,13.117,0.8825693,9,0.19112553805106083,0.8088744619489391
15250,857336463995720196,structure_db_match,Benzo Flex 2-45,C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2,C18H18O5,332.149,13.287,0.953,9,0.19112553805106083,0.8088744619489391
15252,857336464104772108,spectral_match,Benzo Flex 2-45,C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2,,315.123,13.288,0.88925636,9,0.19112553805106083,0.8088744619489391
18030,857336470069072832,spectral_match,Sicol 160,CCCCOC(=O)C1=CC=CC=C1C(=O)OCC2=CC=CC=C2,,313.143,15.453,0.9872464,9,0.19112553805106083,0.8088744619489391
18301,857336470559806424,spectral_match,Sicol 160,CCCCOC(=O)C1=CC=CC=C1C(=O)OCC2=CC=CC=C2,,313.143,15.597,0.99539363,9,0.19112553805106083,0.8088744619489391
24591,857336477639792140,spectral_match,Benzon OO,CCCCCCCCOC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,,327.195,20.424,0.8459433,9,0.19112553805106083,0.8088744619489391
