cluster_label,cluster_persistence
0,0.5992718641171009
1,0.9164510793970666
2,0.6794154624021838
3,0.5226977133250645
4,0.265614747172634
5,0.41022716131288345
6,0.328523564683776
7,0.24860738540782706
8,0.5307054578273498
9,0.48772728452132513
