id,mz,rt,area,height,detected_rate,has_ms2,detected:fraction:POC,mean_area:fraction:POC,detected:fraction:WSOC,mean_area:fraction:WSOC,log2FC:fraction:POC_vs_WSOC,welch_p:fraction:POC_vs_WSOC,detected:day_type:weekday,mean_area:day_type:weekday,detected:day_type:weekend,mean_area:day_type:weekend,log2FC:day_type:weekday_vs_weekend,welch_p:day_type:weekday_vs_weekend
141,125.00262,0.7622,1220000.0,6685000.0,0.0,True,False,969.4277777777776,False,3165.777777777778,-1.7073546619585938,1.9653244553607796e-06,False,1709.2041666666667,False,2784.4,-0.704041740955693,0.11008583102323029
143,103.95563,0.8029,30390.0,400500.0,0.25,False,True,23602.777777777777,False,7129.777777777777,1.7270276420340347,5.307273286846269e-16,True,14818.625,True,16461.583333333332,-0.15169151779819845,0.6689431243486819
147,134.98691,0.7608,1725000.0,9269000.0,0.027777777777777776,True,False,1074.7499999999998,True,3863.5555555555557,-1.8459280328497132,0.0009063058110873246,False,1937.2791666666665,True,3532.9,-0.8668210490004759,0.1913054509653989
150,131.00504,0.792,10400.0,138600.0,0.0,False,False,0.0,False,0.0,,,False,0.0,False,0.0,,
154,139.01807,0.8014,40220.0,244100.0,0.0,False,False,0.0,False,1650.1722222222222,-inf,2.53158414272167e-05,False,611.6999999999999,False,1251.8583333333333,-1.0331751275986292,0.24517665969912397
155,173.99785,0.7882,75350.0,377400.0,0.0,False,False,0.0,False,0.0,,,False,0.0,False,0.0,,
156,249.94372,0.792,61810.0,627400.0,0.0,False,False,0.0,False,0.0,,,False,0.0,False,0.0,,
159,384.93547,0.7957,18600.0,203600.0,0.0,False,False,0.0,False,0.0,,,False,0.0,False,0.0,,
164,148.01853,0.7541,1837000.0,9553000.0,0.05555555555555555,True,False,3043.1277777777777,True,8976.166666666666,-1.560544551315402,0.0006796555967138024,False,4688.720833333334,True,8651.5,-0.8837559059080411,0.11491252145981781
165,220.00333,0.8031,25350.0,117100.0,0.0,False,False,0.0,False,0.0,,,False,0.0,False,0.0,,
168,121.00765,0.7919,91520.0,485600.0,0.0,False,False,0.0,False,0.0,,,False,0.0,False,0.0,,
169,97.00768,0.7609,787800.0,4501000.0,0.0,True,False,257.48888888888894,False,904.2611111111112,-1.8122292413700687,0.00022433702173410124,False,527.0833333333334,False,688.4583333333334,-0.38533826867701626,0.49637598115673165
170,194.96615,0.7919,50900.0,404000.0,0.0,False,False,0.0,False,0.0,,,False,0.0,False,0.0,,
171,149.00259,0.7919,67450.0,352400.0,0.0,False,False,0.0,False,0.0,,,False,0.0,False,0.0,,
172,201.99266,0.7539,229800.0,1055000.0,0.0,False,False,238.91666666666666,False,290.8555555555556,-0.28379536222336105,0.4621493483954683,False,282.0458333333333,False,230.5666666666667,0.2907456684469425,0.48988786318658173
179,246.9464,0.8043,23090.0,281400.0,0.0,False,False,0.0,False,0.0,,,False,0.0,False,0.0,,
180,363.91209,0.8047,21280.0,298200.0,0.0,False,False,0.0,False,0.0,,,False,0.0,False,0.0,,
181,391.90707,0.7928,15770.0,183800.0,0.0,False,False,0.0,False,0.0,,,False,0.0,False,0.0,,
191,146.93757,0.7869,46720.0,407600.0,0.027777777777777776,False,False,641.9833333333332,True,1042.7055555555555,-0.6997240710471547,0.24286551883853663,True,893.2416666666667,False,740.5500000000001,0.2704534037159439,0.5860431296203974
196,113.96538,0.7741,163200.0,2375000.0,0.0,False,False,780.0944444444444,False,20017.033333333333,-4.681435563431656,0.06934097978995157,False,652.8458333333334,False,29890.0,-5.516776740876027,0.06397350183893001
198,199.02946,0.7957,76320.0,573000.0,0.0,False,False,0.0,False,0.0,,,False,0.0,False,0.0,,
200,152.99751,0.7537,848000.0,4923000.0,0.0,True,False,242.7277777777778,False,949.0999999999999,-1.9672208818749468,0.0005646319726791168,False,554.1541666666666,False,679.4333333333333,-0.2940446068617105,0.6426263488923663
201,162.98172,0.7957,71330.0,397700.0,0.0,False,False,0.0,False,0.0,,,False,0.0,False,0.0,,
202,160.00705,0.7957,113200.0,628100.0,0.0,False,False,0.0,False,0.0,,,False,0.0,False,0.0,,
203,178.97635,0.7542,92250.0,456200.0,0.0,False,False,137.86666666666667,False,79.78333333333333,0.7891143795951684,0.19657713284958223,False,121.12916666666665,False,84.21666666666665,0.5243686138644464,0.42843111957715463
204,120.02367,0.7681,2605000.0,14550000.0,0.0,True,False,3263.3500000000004,False,12890.722222222223,-1.9819074627278788,2.3968380375722827e-08,False,7160.179166666666,False,9910.75,-0.46899855007537916,0.2756645817157441
205,130.00803,0.7724,5382000.0,27550000.0,0.0,True,False,8691.522222222222,False,32438.333333333332,-1.9000189203827047,5.636951274436007e-09,False,17712.391666666666,False,26270.0,-0.5686571711781152,0.1675343032123868
206,143.03969,0.7593,322000.0,1906000.0,0.0,True,False,52.12222222222223,False,296.0333333333333,-2.5057891329732462,0.003831106190843495,False,99.77916666666668,False,322.675,-1.693271280541292,0.030833331406365568
207,150.98186,0.7957,63780.0,330000.0,0.0,False,False,0.0,False,0.0,,,False,0.0,False,0.0,,
208,158.00295,0.7724,14480000.0,74850000.0,0.0,True,False,22083.666666666668,False,87310.55555555556,-1.983176351220639,4.3363386358351584e-10,False,48396.916666666664,False,67297.5,-0.47563777455271866,0.2547310992622515
209,171.03451,0.7994,38200.0,273200.0,0.0,False,False,0.0,False,0.0,,,False,0.0,False,0.0,,
219,178.01768,0.7917,9061.0,103500.0,0.0,False,False,0.0,False,0.0,,,False,0.0,False,0.0,,
225,166.96385,0.8001,3896.0,67780.0,0.027777777777777776,False,True,2960.8888888888887,False,89.77777777777777,5.043528155922557,4.034459738683407e-18,False,1449.7499999999998,True,1676.5,-0.2096483448613927,0.7012485570907008
230,176.01348,0.7561,1954000.0,10380000.0,0.0,True,False,3534.1777777777775,False,9060.388888888889,-1.358198361977667,5.546692874794346e-07,False,5486.216666666667,False,7919.416666666667,-0.529582567748908,0.1022927910696008
231,158.99987,0.7994,46970.0,284300.0,0.0,False,False,0.0,False,0.0,,,False,0.0,False,0.0,,
232,222.96102,0.7994,260100.0,2148000.0,0.0,True,False,0.0,False,0.0,,,False,0.0,False,0.0,,
233,328.9456,0.7994,30990.0,309800.0,0.0,False,False,0.0,False,0.0,,,False,0.0,False,0.0,,
234,275.93828,0.7994,95430.0,853300.0,0.0,False,False,0.0,False,0.0,,,False,0.0,False,0.0,,
240,247.89281,0.8055,28680.0,307100.0,0.5,False,False,420.5111111111111,True,16452.777777777777,-5.290043448222758,1.6936088191111829e-09,True,6881.8,True,11546.333333333334,-0.7465769105451597,0.24695603919072112
244,191.02279,0.7988,13230.0,136600.0,0.16666666666666666,False,False,0.0,True,4951.166666666667,-inf,2.6051452279699117e-05,True,1547.0416666666667,True,4332.666666666667,-1.4857431936654923,0.10794917123779921
246,116.97594,0.8031,97810.0,514100.0,0.0,False,False,0.0,False,0.0,,,False,0.0,False,0.0,,
247,172.01962,0.8324,233000.0,1193000.0,0.0,False,False,1288.3666666666666,False,15.02222222222222,6.422301184823605,0.016708149124585042,False,966.275,False,22.53333333333333,5.422301184823605,0.019585522420689228
248,102.01307,0.7702,1146000.0,6337000.0,0.0,True,False,1442.0555555555557,False,4384.833333333333,-1.6043952613114858,1.0735304656135333e-07,False,2740.5833333333335,False,3259.1666666666665,-0.25002012663648393,0.48832237510854826
249,250.9548,0.7534,231200.0,2004000.0,0.0,False,False,344.9222222222222,False,92.12222222222223,1.9046499618287591,0.0003661477891275369,False,227.5583333333333,False,200.45000000000002,0.18299400221023918,0.7264918068496917
250,356.94059,0.8031,36450.0,389900.0,0.0,False,False,0.0,False,0.0,,,False,0.0,False,0.0,,
251,117.94574,0.803,62140.0,490400.0,0.19444444444444445,False,False,1942.6166666666666,True,4390.7,-1.17644971952966,0.005228242537919349,True,3672.254166666667,True,2155.4666666666667,0.7686656629907092,0.0492723445411113
258,265.90335,0.8067,74320.0,710500.0,0.5277777777777778,False,True,1935.5666666666668,True,43641.11111111111,-4.4948599291211275,9.628794670438139e-11,True,19347.583333333332,True,29669.850000000002,-0.6168442595278592,0.3002847770755088
262,106.00798,0.8068,28010.0,227400.0,0.0,False,False,0.0,False,0.0,,,False,0.0,False,0.0,,
265,134.00291,0.8031,31900.0,281500.0,0.0,False,False,0.0,False,0.0,,,False,0.0,False,0.0,,
268,132.01224,0.8068,27390.0,172600.0,0.0,False,False,0.0,False,0.0,,,False,0.0,False,0.0,,
269,247.94334,0.8068,351900.0,3245000.0,0.0,False,False,0.0,False,0.0,,,False,0.0,False,0.0,,
274,260.9243,0.8101,37800.0,323500.0,0.5,False,False,87.38333333333334,True,14566.277777777777,-7.381058407246276,3.7798319280129655e-06,True,5083.579166666666,True,11813.333333333334,-1.2164995932262,0.1464992978024349
275,154.90746,0.818,16480.0,159500.0,0.0,False,False,0.0,False,0.0,,,False,0.0,False,0.0,,
276,144.02363,0.8105,76540.0,426700.0,0.0,False,False,0.0,False,0.0,,,False,0.0,False,0.0,,
